	index	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
227	227	Idruz Vayruz	3 tahun lalu	Positif	air terjun teroan	Air terjun langsung ke pantai satu satunya di daerah madura.. dan merupakan destinasi wisata yg ckup langka.	Air terjun langsung ke pantai satu satunya di daerah madura dan merupakan destinasi wisata yg ckup langka	['air', 'terjun', 'langsung', 'ke', 'pantai', 'satu', 'satunya', 'di', 'daerah', 'madura', 'dan', 'merupakan', 'destinasi', 'wisata', 'yg', 'ckup', 'langka']	['air', 'terjun', 'langsung', 'ke', 'pantai', 'satu', 'satunya', 'di', 'daerah', 'madura', 'dan', 'merupakan', 'destinasi', 'wisata', 'yang', 'cukup', 'langka']	['air', 'terjun', 'langsung', 'pantai', 'satunya', 'daerah', 'madura', 'destinasi', 'wisata', 'langka']	['air', 'terjun', 'langsung', 'pantai', 'satu', 'daerah', 'madura', 'destinasi', 'wisata', 'langka']
228	228	Erha Agustina	3 tahun lalu	Positif	air terjun teroan	Datanglah saat pagi air laut belum pasang, airnya bening karang terlihat	Datanglah saat pagi air laut belum pasang airnya bening karang terlihat	['datanglah', 'saat', 'pagi', 'air', 'laut', 'belum', 'pasang', 'airnya', 'bening', 'karang', 'terlihat']	['datanglah', 'saat', 'pagi', 'air', 'laut', 'belum', 'pasang', 'airnya', 'bening', 'karang', 'terlihat']	['datanglah', 'pagi', 'air', 'laut', 'pasang', 'airnya', 'bening', 'karang']	['datang', 'pagi', 'air', 'laut', 'pasang', 'air', 'bening', 'karang']
229	229	radenmas gatut	3 tahun lalu	Negatif	air terjun teroan	unik.....air terjun langsung k laut.....cuma keamanan mash minim......	unikair terjun langsung k lautcuma keamanan mash minim	['unikair', 'terjun', 'langsung', 'k', 'lautcuma', 'keamanan', 'mash', 'minim']	['unikair', 'terjun', 'langsung', 'ke', 'lautcuma', 'keamanan', 'mash', 'minim']	['unikair', 'terjun', 'langsung', 'lautcuma', 'keamanan', 'mash', 'minim']	['unikair', 'terjun', 'langsung', 'lautcuma', 'aman', 'mash', 'minim']
230	230	DWIKI PRAWITA	3 tahun lalu	Positif	air terjun teroan	mantap	mantap	['mantap']	['mantap']	['mantap']	['mantap']
231	231	Diita Gembul	3 tahun lalu	Positif	air terjun teroan	salah satu icon wisata yg ada di Ketapang Sampang tempatnya yg nyaman untuk bersantai	salah satu icon wisata yg ada di Ketapang Sampang tempatnya yg nyaman untuk bersantai	['salah', 'satu', 'icon', 'wisata', 'yg', 'ada', 'di', 'ketapang', 'sampang', 'tempatnya', 'yg', 'nyaman', 'untuk', 'bersantai']	['salah', 'satu', 'icon', 'wisata', 'yang', 'ada', 'di', 'ketapang', 'sampang', 'tempatnya', 'yang', 'nyaman', 'untuk', 'bersantai']	['salah', 'icon', 'wisata', 'ketapang', 'sampang', 'tempatnya', 'nyaman', 'bersantai']	['salah', 'icon', 'wisata', 'ketapang', 'sampang', 'tempat', 'nyaman', 'santa']
232	232	Heru Winarno	3 tahun lalu	Positif	air terjun teroan	Ada Cafe nya yg bisa menikmati semilir angin laut	Ada Cafe nya yg bisa menikmati semilir angin laut	['ada', 'cafe', 'nya', 'yg', 'bisa', 'menikmati', 'semilir', 'angin', 'laut']	['ada', 'cafe', 'nya', 'yang', 'bisa', 'menikmati', 'semilir', 'angin', 'laut']	['cafe', 'menikmati', 'semilir', 'angin', 'laut']	['cafe', 'nikmat', 'milir', 'angin', 'laut']
233	233	Vida Brail	3 tahun lalu	Negatif	air terjun teroan	Lumayan,jln menuju air terjunnya agak licin	Lumayanjln menuju air terjunnya agak licin	['lumayanjln', 'menuju', 'air', 'terjunnya', 'agak', 'licin']	['lumayanjln', 'menuju', 'air', 'terjunnya', 'agak', 'licin']	['lumayanjln', 'air', 'terjunnya', 'licin']	['lumayanjln', 'air', 'terjun', 'licin']
234	234	Aas Ridwan (Aak)	3 tahun lalu	Positif	air terjun teroan	refreshing with orang2 kantor dan keluarga	refreshing with orang kantor dan keluarga	['refreshing', 'with', 'orang', 'kantor', 'dan', 'keluarga']	['refreshing', 'with', 'orang', 'kantor', 'dan', 'keluarga']	['refreshing', 'with', 'orang', 'kantor', 'keluarga']	['refreshing', 'with', 'orang', 'kantor', 'keluarga']
235	235	Maya Sari	3 tahun lalu	Positif	air terjun teroan	Air terjun di wilayah Sampang Madura yg langsung bermuara di laut utara Madura	Air terjun di wilayah Sampang Madura yg langsung bermuara di laut utara Madura	['air', 'terjun', 'di', 'wilayah', 'sampang', 'madura', 'yg', 'langsung', 'bermuara', 'di', 'laut', 'utara', 'madura']	['air', 'terjun', 'di', 'wilayah', 'sampang', 'madura', 'yang', 'langsung', 'bermuara', 'di', 'laut', 'utara', 'madura']	['air', 'terjun', 'wilayah', 'sampang', 'madura', 'langsung', 'bermuara', 'laut', 'utara', 'madura']	['air', 'terjun', 'wilayah', 'sampang', 'madura', 'langsung', 'muara', 'laut', 'utara', 'madura']
236	236	KARIM- DARSILO	3 tahun lalu	Positif	air terjun teroan	Sangat senang	Sangat senang	['sangat', 'senang']	['sangat', 'senang']	['senang']	['senang']
237	238	Agus salim	3 tahun lalu	Positif	air terjun teroan	Nyaman enak	Nyaman enak	['nyaman', 'enak']	['nyaman', 'enak']	['nyaman', 'enak']	['nyaman', 'enak']
238	239	Fefa Ariba	3 tahun lalu	Positif	air terjun teroan	Destinasi wisata air terjun di pinggir pantai utara kabupaten sampang	Destinasi wisata air terjun di pinggir pantai utara kabupaten sampang	['destinasi', 'wisata', 'air', 'terjun', 'di', 'pinggir', 'pantai', 'utara', 'kabupaten', 'sampang']	['destinasi', 'wisata', 'air', 'terjun', 'di', 'pinggir', 'pantai', 'utara', 'kabupaten', 'sampang']	['destinasi', 'wisata', 'air', 'terjun', 'pinggir', 'pantai', 'utara', 'kabupaten', 'sampang']	['destinasi', 'wisata', 'air', 'terjun', 'pinggir', 'pantai', 'utara', 'kabupaten', 'sampang']
239	240	mux mux	3 tahun lalu	Positif	air terjun teroan	tempatnya nyaman, mudah dijangkau	tempatnya nyaman mudah dijangkau	['tempatnya', 'nyaman', 'mudah', 'dijangkau']	['tempatnya', 'nyaman', 'mudah', 'dijangkau']	['tempatnya', 'nyaman', 'mudah', 'dijangkau']	['tempat', 'nyaman', 'mudah', 'jangkau']
240	241	Moh Idris	3 tahun lalu	Positif	air terjun teroan	Pengen kesini lagi soalnya udah lebih mantep....	Pengen kesini lagi soalnya udah lebih mantep	['pengen', 'kesini', 'lagi', 'soalnya', 'udah', 'lebih', 'mantep']	['pengin', 'kesini', 'lagi', 'soalnya', 'sudah', 'lebih', 'mantap']	['pengin', 'kesini', 'mantap']	['pengin', 'kesini', 'mantap']
241	242	Raden Budiarta	3 tahun lalu	Positif	air terjun teroan	Tmptnya lumayan ok....view ok	Tmptnya lumayan okview ok	['tmptnya', 'lumayan', 'okview', 'ok']	['tmptnya', 'lumayan', 'okview', 'ok']	['tmptnya', 'lumayan', 'okview', 'ok']	['tmptnya', 'lumayan', 'okview', 'ok']
242	243	Dody Ajay	3 tahun lalu	Positif	air terjun teroan	Luas sekali lautnya	Luas sekali lautnya	['luas', 'sekali', 'lautnya']	['luas', 'sekali', 'lautnya']	['luas', 'lautnya']	['luas', 'laut']
243	244	Amirullah Rahman	3 tahun lalu	Positif	air terjun teroan	rekomandasi tempat liburan	rekomandasi tempat liburan	['rekomandasi', 'tempat', 'liburan']	['rekomandasi', 'tempat', 'liburan']	['rekomandasi', 'liburan']	['rekomandasi', 'libur']
244	245	Ayu Dwi	3 tahun lalu	Positif	air terjun teroan	Rasanya aku ingin jeburan disana wkwk	Rasanya aku ingin jeburan disana wkwk	['rasanya', 'aku', 'ingin', 'jeburan', 'disana', 'wkwk']	['rasanya', 'aku', 'ingin', 'jeburan', 'disana', 'wkwk']	['jeburan', 'disana', 'wkwk']	['jebur', 'sana', 'wkwk']
245	246	Machrita N.I.	3 tahun lalu	Positif	air terjun teroan	Air terjun yang cocok untuk short vacation	Air terjun yang cocok untuk short vacation	['air', 'terjun', 'yang', 'cocok', 'untuk', 'short', 'vacation']	['air', 'terjun', 'yang', 'cocok', 'untuk', 'short', 'vacation']	['air', 'terjun', 'cocok', 'short', 'vacation']	['air', 'terjun', 'cocok', 'short', 'vacation']
246	247	hairul umam	3 tahun lalu	Positif	air terjun teroan	Airnya jernih banget :)	Airnya jernih banget	['airnya', 'jernih', 'banget']	['airnya', 'jernih', 'banget']	['airnya', 'jernih', 'banget']	['air', 'jernih', 'banget']
247	248	Afiq R. Official	3 tahun lalu	Negatif	air terjun teroan	Lebih di tingkatkan lagi pemeliharaannya.	Lebih di tingkatkan lagi pemeliharaannya	['lebih', 'di', 'tingkatkan', 'lagi', 'pemeliharaannya']	['lebih', 'di', 'tingkatkan', 'lagi', 'pemeliharaannya']	['tingkatkan', 'pemeliharaannya']	['tingkat', 'pelihara']
248	249	sam adhi	3 tahun lalu	Positif	air terjun teroan	adem	adem	['adem']	['adem']	['adem']	['adem']
249	250	Rahmat Rahmat	3 tahun lalu	Positif	air terjun teroan	Indanya pemandangan nya	Indanya pemandangan nya	['indanya', 'pemandangan', 'nya']	['indanya', 'pemandangan', 'nya']	['indanya', 'pemandangan']	['indanya', 'pandang']
250	251	Iqbal K Sukasdi	3 tahun lalu	Negatif	air terjun teroan	Parkir mobil enggak ada	Parkir mobil enggak ada	['parkir', 'mobil', 'enggak', 'ada']	['parkir', 'mobil', 'enggak', 'ada']	['parkir', 'mobil']	['parkir', 'mobil']
251	253	Iis Hariyanti Yanti	3 tahun lalu	Positif	air terjun teroan	Saya suka pantai,	Saya suka pantai	['saya', 'suka', 'pantai']	['saya', 'suka', 'pantai']	['suka', 'pantai']	['suka', 'pantai']
252	254	SULTHAN Videography	3 tahun lalu	Positif	air terjun teroan	sangat nyaman dan sejuk	sangat nyaman dan sejuk	['sangat', 'nyaman', 'dan', 'sejuk']	['sangat', 'nyaman', 'dan', 'sejuk']	['nyaman', 'sejuk']	['nyaman', 'sejuk']
253	255	Zainia Lauhim	3 tahun lalu	Positif	air terjun teroan	Buat menghibur dri sendri	Buat menghibur dri sendri	['buat', 'menghibur', 'dri', 'sendri']	['buat', 'menghibur', 'dari', 'sendiri']	['menghibur']	['hibur']
254	256	Dina Yunita	3 tahun lalu	Negatif	air terjun teroan	Lumayan meski sempit	Lumayan meski sempit	['lumayan', 'meski', 'sempit']	['lumayan', 'meski', 'sempit']	['lumayan', 'sempit']	['lumayan', 'sempit']
255	257	Yarra	3 tahun lalu	Positif	air terjun teroan	Mantapsss	Mantapsss	['mantapsss']	['mantapsss']	['mantapsss']	['mantapsss']
256	258	Abd Gani	3 tahun lalu	Positif	air terjun teroan	Aq suka	Aq suka	['aq', 'suka']	['aku', 'suka']	['suka']	['suka']
257	259	Mufid Official	3 tahun lalu	Positif	air terjun teroan	Tempatku Menimbah ilmu	Tempatku Menimbah ilmu	['tempatku', 'menimbah', 'ilmu']	['tempatku', 'menimbah', 'ilmu']	['tempatku', 'menimbah', 'ilmu']	['tempat', 'menimbah', 'ilmu']
258	260	Apin Poy	3 tahun lalu	Positif	air terjun teroan	Pokoknya sangat puas	Pokoknya sangat puas	['pokoknya', 'sangat', 'puas']	['pokoknya', 'sangat', 'puas']	['pokoknya', 'puas']	['pokok', 'puas']
259	261	Tieni Tahayoung	3 tahun lalu	Positif	air terjun teroan	Okey	Okey	['okey']	['okey']	['okey']	['okey']
260	262	Hidayatullah Syah, LGED HNI-HPAI	3 tahun lalu	Positif	air terjun teroan	Mantul	Mantul	['mantul']	['mantul']	['mantul']	['mantul']
261	263	Chuwez15	3 tahun lalu	Positif	air terjun teroan	Masok	Masok	['masok']	['masok']	['masok']	['masok']
262	264	Mr Capung Canel	3 tahun lalu	Positif	air terjun teroan	Mantap	Mantap	['mantap']	['mantap']	['mantap']	['mantap']
263	265	Heris	3 tahun lalu	Positif	air terjun teroan	Cakep	Cakep	['cakep']	['cakep']	['cakep']	['cakep']
264	266	Mazukon Siwickedts	3 tahun lalu	Positif	air terjun teroan	Oky	Oky	['oky']	['oky']	['oky']	['oky']
265	267	Arif Budiman	3 tahun lalu	Positif	air terjun teroan	Pasti transfer	Pasti transfer	['pasti', 'transfer']	['pasti', 'transfer']	['transfer']	['transfer']
266	268	mbaksyaa	3 tahun lalu	Positif	air terjun teroan	Recomended ???? ?	Recomended	['recomended']	['recomended']	['recomended']	['recomended']
267	269	oscar samosir	3 tahun lalu	Positif	air terjun teroan	Air terjun kecil dan pemandangan laut.	Air terjun kecil dan pemandangan laut	['air', 'terjun', 'kecil', 'dan', 'pemandangan', 'laut']	['air', 'terjun', 'kecil', 'dan', 'pemandangan', 'laut']	['air', 'terjun', 'pemandangan', 'laut']	['air', 'terjun', 'pandang', 'laut']
268	270	Cing Cing	3 tahun lalu	Positif	air terjun teroan	Tempat yang luar biasa untuk menembak	Tempat yang luar biasa untuk menembak	['tempat', 'yang', 'luar', 'biasa', 'untuk', 'menembak']	['tempat', 'yang', 'luar', 'biasa', 'untuk', 'menembak']	['menembak']	['tembak']
269	271	Afrinaldi Zulhen	3 tahun lalu	Positif	air terjun teroan	Salah satu air terjun laut terbaik di dunia	Salah satu air terjun laut terbaik di dunia	['salah', 'satu', 'air', 'terjun', 'laut', 'terbaik', 'di', 'dunia']	['salah', 'satu', 'air', 'terjun', 'laut', 'terbaik', 'di', 'dunia']	['salah', 'air', 'terjun', 'laut', 'terbaik', 'dunia']	['salah', 'air', 'terjun', 'laut', 'baik', 'dunia']
270	272	Irul Bolitz	3 tahun lalu	Positif	air terjun teroan	Jjs	Jjs	['jjs']	['jjs']	['jjs']	['jjs']
271	273	Bayari Sentono Putro	3 tahun lalu	Positif	air terjun teroan	Pemandangan luar biasa, menghadap laut	Pemandangan luar biasa menghadap laut	['pemandangan', 'luar', 'biasa', 'menghadap', 'laut']	['pemandangan', 'luar', 'biasa', 'menghadap', 'laut']	['pemandangan', 'menghadap', 'laut']	['pandang', 'hadap', 'laut']
272	274	Sanny Octavia Kusnadi	3 tahun lalu	Negatif	air terjun teroan	Dari parkiran kendaraan berjalan menuju ke air terjun Toroan tidak jauh, dan aman untuk orang tua dan anak anak. Hanya saja, pantai nya agak kotor, banyak sampah berserakan. Mungkin pengelola perlu memperhatikan kebersihan pantai	Dari parkiran kendaraan berjalan menuju ke air terjun Toroan tidak jauh dan aman untuk orang tua dan anak anak Hanya saja pantai nya agak kotor banyak sampah berserakan Mungkin pengelola perlu memperhatikan kebersihan pantai	['dari', 'parkiran', 'kendaraan', 'berjalan', 'menuju', 'ke', 'air', 'terjun', 'toroan', 'tidak', 'jauh', 'dan', 'aman', 'untuk', 'orang', 'tua', 'dan', 'anak', 'anak', 'hanya', 'saja', 'pantai', 'nya', 'agak', 'kotor', 'banyak', 'sampah', 'berserakan', 'mungkin', 'pengelola', 'perlu', 'memperhatikan', 'kebersihan', 'pantai']	['dari', 'parkiran', 'kendaraan', 'berjalan', 'menuju', 'ke', 'air', 'terjun', 'toroan', 'tidak', 'jauh', 'dan', 'aman', 'untuk', 'orang', 'tua', 'dan', 'anak', 'anak', 'hanya', 'saja', 'pantai', 'nya', 'agak', 'kotor', 'banyak', 'sampah', 'berserakan', 'mungkin', 'pengelola', 'perlu', 'memperhatikan', 'kebersihan', 'pantai']	['parkiran', 'kendaraan', 'berjalan', 'air', 'terjun', 'toroan', 'aman', 'orang', 'tua', 'anak', 'anak', 'pantai', 'kotor', 'sampah', 'berserakan', 'pengelola', 'memperhatikan', 'kebersihan', 'pantai']	['parkir', 'kendara', 'jalan', 'air', 'terjun', 'toro', 'aman', 'orang', 'tua', 'anak', 'anak', 'pantai', 'kotor', 'sampah', 'sera', 'kelola', 'perhati', 'bersih', 'pantai']
273	275	Abdul Rohim	3 tahun lalu	Negatif	air terjun teroan	"Fasilitas parkir ok.
Airnya kotor.
Logistik tak ada"	Fasilitas parkir okAirnya kotorLogistik tak ada	['fasilitas', 'parkir', 'okairnya', 'kotorlogistik', 'tak', 'ada']	['fasilitas', 'parkir', 'okairnya', 'kotorlogistik', 'tak', 'ada']	['fasilitas', 'parkir', 'okairnya', 'kotorlogistik']	['fasilitas', 'parkir', 'okairnya', 'kotorlogistik']
274	276	Darmo Suwoko Wibisono	3 tahun lalu	Negatif	air terjun teroan	Air terjun nya kotor & berwarna coklat ???? ?	Air terjun nya kotor berwarna coklat	['air', 'terjun', 'nya', 'kotor', 'berwarna', 'coklat']	['air', 'terjun', 'nya', 'kotor', 'berwarna', 'coklat']	['air', 'terjun', 'kotor', 'berwarna', 'coklat']	['air', 'terjun', 'kotor', 'warna', 'coklat']
275	277	Jerry Anggoro	3 tahun lalu	Negatif	air terjun teroan	Banyak sampah	Banyak sampah	['banyak', 'sampah']	['banyak', 'sampah']	['sampah']	['sampah']
276	278	fnu asnawi	3 tahun lalu	Negatif	air terjun teroan	sampah dimana-mana.. huhu.. kecewa?? ?	sampah dimanamana huhu kecewa	['sampah', 'dimanamana', 'huhu', 'kecewa']	['sampah', 'dimanamana', 'huhu', 'kecewa']	['sampah', 'dimanamana', 'huhu', 'kecewa']	['sampah', 'dimanamana', 'huhu', 'kecewa']
277	279	Mochammad Aris	4 bulan lalu	Positif	air terjun teroan	Tempatnya bagus, hanya saja lebih bagus lagi kalau pas air lautnya surut	Tempatnya bagus hanya saja lebih bagus lagi kalau pas air lautnya surut	['tempatnya', 'bagus', 'hanya', 'saja', 'lebih', 'bagus', 'lagi', 'kalau', 'pas', 'air', 'lautnya', 'surut']	['tempatnya', 'bagus', 'hanya', 'saja', 'lebih', 'bagus', 'lagi', 'kalau', 'pas', 'air', 'lautnya', 'surut']	['tempatnya', 'bagus', 'bagus', 'pas', 'air', 'lautnya', 'surut']	['tempat', 'bagus', 'bagus', 'pas', 'air', 'laut', 'surut']
278	280	nonie Oktaviani	4 bulan lalu	Positif	air terjun teroan	Tiket masuk murah, pemandanganya ga kalah bagus dari pantai lain, karena pantai ini tidak di perbukitan atau hutan tapi air terjun ini di pesisir pantai, spot foto yg keren saat senja tiba.	Tiket masuk murah pemandanganya ga kalah bagus dari pantai lain karena pantai ini tidak di perbukitan atau hutan tapi air terjun ini di pesisir pantai spot foto yg keren saat senja tiba	['tiket', 'masuk', 'murah', 'pemandanganya', 'ga', 'kalah', 'bagus', 'dari', 'pantai', 'lain', 'karena', 'pantai', 'ini', 'tidak', 'di', 'perbukitan', 'atau', 'hutan', 'tapi', 'air', 'terjun', 'ini', 'di', 'pesisir', 'pantai', 'spot', 'foto', 'yg', 'keren', 'saat', 'senja', 'tiba']	['tiket', 'masuk', 'murah', 'pemandanganya', 'enggak', 'kalah', 'bagus', 'dari', 'pantai', 'lain', 'karena', 'pantai', 'ini', 'tidak', 'di', 'perbukitan', 'atau', 'hutan', 'tapi', 'air', 'terjun', 'ini', 'di', 'pesisir', 'pantai', 'spot', 'foto', 'yang', 'keren', 'saat', 'senja', 'tiba']	['tiket', 'masuk', 'murah', 'pemandanganya', 'kalah', 'bagus', 'pantai', 'pantai', 'perbukitan', 'hutan', 'air', 'terjun', 'pesisir', 'pantai', 'spot', 'foto', 'keren', 'senja']	['tiket', 'masuk', 'murah', 'pemandanganya', 'kalah', 'bagus', 'pantai', 'pantai', 'bukit', 'hutan', 'air', 'terjun', 'pesisir', 'pantai', 'spot', 'foto', 'keren', 'senja']
279	281	Samsul Arifin	4 bulan lalu	Positif	air terjun teroan	"Tempat nya indah, ayo kita lestarikan wisata alam negeri kita.
Patut lah kita jaga keindahan alam kita
Buang lah sampah pada tempatnya,jangan kotori bumi kita dengan sampah dll ?"	Tempat nya indah ayo kita lestarikan wisata alam negeri kitaPatut lah kita jaga keindahan alam kitaBuang lah sampah pada tempatnyajangan kotori bumi kita dengan sampah dll	['tempat', 'nya', 'indah', 'ayo', 'kita', 'lestarikan', 'wisata', 'alam', 'negeri', 'kitapatut', 'lah', 'kita', 'jaga', 'keindahan', 'alam', 'kitabuang', 'lah', 'sampah', 'pada', 'tempatnyajangan', 'kotori', 'bumi', 'kita', 'dengan', 'sampah', 'dll']	['tempat', 'nya', 'indah', 'ayo', 'kita', 'lestarikan', 'wisata', 'alam', 'negeri', 'kitapatut', 'lah', 'kita', 'jaga', 'keindahan', 'alam', 'kitabuang', 'lah', 'sampah', 'pada', 'tempatnyajangan', 'kotori', 'bumi', 'kita', 'dengan', 'sampah', 'dll']	['indah', 'ayo', 'lestarikan', 'wisata', 'alam', 'negeri', 'kitapatut', 'jaga', 'keindahan', 'alam', 'kitabuang', 'sampah', 'tempatnyajangan', 'kotori', 'bumi', 'sampah', 'dll']	['indah', 'ayo', 'lestari', 'wisata', 'alam', 'negeri', 'kitapatut', 'jaga', 'indah', 'alam', 'kitabuang', 'sampah', 'tempatnyajangan', 'kotor', 'bumi', 'sampah', 'dll']
280	282	Nova Oktavia	4 bulan lalu	Positif	air terjun teroan	Air terjunnya dekat pinggir laut.pemandangannya indah danbagus banget rekomend banget	Air terjunnya dekat pinggir lautpemandangannya indah danbagus banget rekomend banget	['air', 'terjunnya', 'dekat', 'pinggir', 'lautpemandangannya', 'indah', 'danbagus', 'banget', 'rekomend', 'banget']	['air', 'terjunnya', 'dekat', 'pinggir', 'lautpemandangannya', 'indah', 'danbagus', 'banget', 'rekomend', 'banget']	['air', 'terjunnya', 'pinggir', 'lautpemandangannya', 'indah', 'danbagus', 'banget', 'rekomend', 'banget']	['air', 'terjun', 'pinggir', 'lautpemandangannya', 'indah', 'danbagus', 'banget', 'rekomend', 'banget']
281	283	Asep Septian	4 bulan lalu	Positif	air terjun teroan	Woow Bagus Indah Air Terjun Pemandangan Nya Pun Sangat Asri Sejuk	Woow Bagus Indah Air Terjun Pemandangan Nya Pun Sangat Asri Sejuk	['woow', 'bagus', 'indah', 'air', 'terjun', 'pemandangan', 'nya', 'pun', 'sangat', 'asri', 'sejuk']	['wow', 'bagus', 'indah', 'air', 'terjun', 'pemandangan', 'nya', 'pun', 'sangat', 'asri', 'sejuk']	['wow', 'bagus', 'indah', 'air', 'terjun', 'pemandangan', 'asri', 'sejuk']	['wow', 'bagus', 'indah', 'air', 'terjun', 'pandang', 'asri', 'sejuk']
282	284	Alfina Faiq	4 bulan lalu	Positif	air terjun teroan	Tempat rekreasi yang bagus untuk berlibur bersama keluarga	Tempat rekreasi yang bagus untuk berlibur bersama keluarga	['tempat', 'rekreasi', 'yang', 'bagus', 'untuk', 'berlibur', 'bersama', 'keluarga']	['tempat', 'rekreasi', 'yang', 'bagus', 'untuk', 'berlibur', 'bersama', 'keluarga']	['rekreasi', 'bagus', 'berlibur', 'keluarga']	['rekreasi', 'bagus', 'libur', 'keluarga']
283	285	tiyo prasetyawan	4 bulan lalu	Positif	air terjun teroan	Bagus bener air terjunnya	Bagus bener air terjunnya	['bagus', 'bener', 'air', 'terjunnya']	['bagus', 'benar', 'air', 'terjunnya']	['bagus', 'air', 'terjunnya']	['bagus', 'air', 'terjun']
284	286	Devi Noviyanti	4 bulan lalu	Positif	air terjun teroan	Pemandangannya bagus dan udaranya seger	Pemandangannya bagus dan udaranya seger	['pemandangannya', 'bagus', 'dan', 'udaranya', 'seger']	['pemandangannya', 'bagus', 'dan', 'udaranya', 'segar']	['pemandangannya', 'bagus', 'udaranya', 'segar']	['pandang', 'bagus', 'udara', 'segar']
285	287	Reymond	4 bulan lalu	Positif	air terjun teroan	Tempat wisata yang indah dan bagus	Tempat wisata yang indah dan bagus	['tempat', 'wisata', 'yang', 'indah', 'dan', 'bagus']	['tempat', 'wisata', 'yang', 'indah', 'dan', 'bagus']	['wisata', 'indah', 'bagus']	['wisata', 'indah', 'bagus']
