lokasi;Sentimen;komentar;clean;tokenize;normalize;stopword;stemming
bukit tinggi daramista;Positif;Ini adalah tempat yang bagus di mana Anda dapat menyembuhkan dan mengambil oksigen segar. Karena naik bukit dengan pemandangan yang bagus, terutam …;Ini adalah tempat yang bagus di mana Anda dapat menyembuhkan dan mengambil oksigen segar Karena naik bukit dengan pemandangan yang bagus terutam;['ini', 'adalah', 'tempat', 'yang', 'bagus', 'di', 'mana', 'anda', 'dapat', 'menyembuhkan', 'dan', 'mengambil', 'oksigen', 'segar', 'karena', 'naik', 'bukit', 'dengan', 'pemandangan', 'yang', 'bagus', 'terutam'];['ini', 'adalah', 'tempat', 'yang', 'bagus', 'di', 'mana', 'anda', 'dapat', 'menyembuhkan', 'dan', 'mengambil', 'oksigen', 'segar', 'karena', 'naik', 'bukit', 'dengan', 'pemandangan', 'yang', 'bagus', 'terutam'];['bagus', 'menyembuhkan', 'mengambil', 'oksigen', 'segar', 'bukit', 'pemandangan', 'bagus', 'terutam'];['bagus', 'sembuh', 'ambil', 'oksigen', 'segar', 'bukit', 'pandang', 'bagus', 'terutam']
bukit tinggi daramista;Positif;Pemandangan yang sangat sejuk dengan panorama alam yang indah;Pemandangan yang sangat sejuk dengan panorama alam yang indah;['pemandangan', 'yang', 'sangat', 'sejuk', 'dengan', 'panorama', 'alam', 'yang', 'indah'];['pemandangan', 'yang', 'sangat', 'sejuk', 'dengan', 'panorama', 'alam', 'yang', 'indah'];['pemandangan', 'sejuk', 'panorama', 'alam', 'indah'];['pandang', 'sejuk', 'panorama', 'alam', 'indah']
bukit tinggi daramista;Positif;Tempat Guud .. Sangat bagus untuk berburu  …;Tempat Guud Sangat bagus untuk berburu;['tempat', 'guud', 'sangat', 'bagus', 'untuk', 'berburu'];['tempat', 'guud', 'sangat', 'bagus', 'untuk', 'berburu'];['guud', 'bagus', 'berburu'];['guud', 'bagus', 'buru']
bukit tinggi daramista;Netral;Pemandangan alam;Pemandangan alam;['pemandangan', 'alam'];['pemandangan', 'alam'];['pemandangan', 'alam'];['pandang', 'alam']
bukit tinggi daramista;Positif;Josh;Josh;['josh'];['josh'];['josh'];['josh']
bukit tinggi daramista;Positif;Tempat yang indah;Tempat yang indah;['tempat', 'yang', 'indah'];['tempat', 'yang', 'indah'];['indah'];['indah']
bukit tinggi daramista;Negatif;Kondisinya gak terawat jelas hutan banget jadinya;Kondisinya gak terawat jelas hutan banget jadinya;['kondisinya', 'gak', 'terawat', 'jelas', 'hutan', 'banget', 'jadinya'];['kondisinya', 'enggak', 'terawat', 'jelas', 'hutan', 'banget', 'jadinya'];['kondisinya', 'terawat', 'hutan', 'banget'];['kondisi', 'awat', 'hutan', 'banget']
bukit tinggi daramista;Positif;Tidak jauh dari kota Sumenep. Pemandangan dari atas bukit, dan ada spot foto dengan latar lembah yg luas.;Tidak jauh dari kota Sumenep Pemandangan dari atas bukit dan ada spot foto dengan latar lembah yg luas;['tidak', 'jauh', 'dari', 'kota', 'sumenep', 'pemandangan', 'dari', 'atas', 'bukit', 'dan', 'ada', 'spot', 'foto', 'dengan', 'latar', 'lembah', 'yg', 'luas'];['tidak', 'jauh', 'dari', 'kota', 'sumenep', 'pemandangan', 'dari', 'atas', 'bukit', 'dan', 'ada', 'spot', 'foto', 'dengan', 'latar', 'lembah', 'yang', 'luas'];['kota', 'sumenep', 'pemandangan', 'bukit', 'spot', 'foto', 'latar', 'lembah', 'luas'];['kota', 'sumenep', 'pandang', 'bukit', 'spot', 'foto', 'latar', 'lembah', 'luas']
bukit tinggi daramista;Positif;Bagus,asyik,rekomended dech.cuma panas bgt klo siang2,perlu tambahan fasilitas lg biar tmbh menarik;Bagus asyik rekomended dech cuma panas bgt klo siang perlu tambahan fasilitas lg biar tmbh menarik;['bagus', 'asyik', 'rekomended', 'dech', 'cuma', 'panas', 'bgt', 'klo', 'siang', 'perlu', 'tambahan', 'fasilitas', 'lg', 'biar', 'tmbh', 'menarik'];['bagus', 'asyik', 'rekomended', 'deh', 'cuma', 'panas', 'banget', 'kalo', 'siang', 'perlu', 'tambahan', 'fasilitas', 'lagi', 'biar', 'tambah', 'menarik'];['bagus', 'asyik', 'rekomended', 'deh', 'panas', 'banget', 'siang', 'tambahan', 'fasilitas', 'menarik'];['bagus', 'asyik', 'rekomended', 'deh', 'panas', 'banget', 'siang', 'tambah', 'fasilitas', 'tarik']
bukit tinggi daramista;Positif;Destinasi wisata yg satu ini patut diperhitungkan. Posisinya yg berada dibukit memanjakan pengunjung dg pemandangan alam yg menarik. Disana juga disediakan spot2 menarik untuk selfie maupun wefie. Mulai dari taman bunga, rumah kurcaci, rumah pohon, flying fox dan banyak lagi yg lain yg pastinya unik dan menarik;Destinasi wisata yg satu ini patut diperhitungkan Posisinya yg berada dibukit memanjakan pengunjung dg pemandangan alam yg menarik Disana juga disediakan spot menarik untuk selfie maupun wefie Mulai dari taman bunga rumah kurcaci rumah pohon flying fox dan banyak lagi yg lain yg pastinya unik dan menarik;['destinasi', 'wisata', 'yg', 'satu', 'ini', 'patut', 'diperhitungkan', 'posisinya', 'yg', 'berada', 'dibukit', 'memanjakan', 'pengunjung', 'dg', 'pemandangan', 'alam', 'yg', 'menarik', 'disana', 'juga', 'disediakan', 'spot', 'menarik', 'untuk', 'selfie', 'maupun', 'wefie', 'mulai', 'dari', 'taman', 'bunga', 'rumah', 'kurcaci', 'rumah', 'pohon', 'flying', 'fox', 'dan', 'banyak', 'lagi', 'yg', 'lain', 'yg', 'pastinya', 'unik', 'dan', 'menarik'];['destinasi', 'wisata', 'yang', 'satu', 'ini', 'patut', 'diperhitungkan', 'posisinya', 'yang', 'berada', 'dibukit', 'memanjakan', 'pengunjung', 'dengan', 'pemandangan', 'alam', 'yang', 'menarik', 'disana', 'juga', 'disediakan', 'spot', 'menarik', 'untuk', 'selfie', 'maupun', 'wefie', 'mulai', 'dari', 'taman', 'bunga', 'rumah', 'kurcaci', 'rumah', 'pohon', 'flying', 'fox', 'dan', 'banyak', 'lagi', 'yang', 'lain', 'yang', 'pastinya', 'unik', 'dan', 'menarik'];['destinasi', 'wisata', 'patut', 'diperhitungkan', 'posisinya', 'dibukit', 'memanjakan', 'pengunjung', 'pemandangan', 'alam', 'menarik', 'disana', 'disediakan', 'spot', 'menarik', 'selfie', 'wefie', 'taman', 'bunga', 'rumah', 'kurcaci', 'rumah', 'pohon', 'flying', 'fox', 'pastinya', 'unik', 'menarik'];['destinasi', 'wisata', 'patut', 'hitung', 'posisi', 'bukit', 'manja', 'unjung', 'pandang', 'alam', 'tarik', 'sana', 'sedia', 'spot', 'tarik', 'selfie', 'wefie', 'taman', 'bunga', 'rumah', 'kurcaci', 'rumah', 'pohon', 'flying', 'fox', 'pasti', 'unik', 'tarik']
bukit tinggi daramista;Positif;"panorama sangat bagus terutama sore
akses jalan kurang lebar";panorama sangat bagus terutama sore akses jalan kurang lebar;['panorama', 'sangat', 'bagus', 'terutama', 'sore', 'akses', 'jalan', 'kurang', 'lebar'];['panorama', 'sangat', 'bagus', 'terutama', 'sore', 'akses', 'jalan', 'kurang', 'lebar'];['panorama', 'bagus', 'sore', 'akses', 'jalan', 'lebar'];['panorama', 'bagus', 'sore', 'akses', 'jalan', 'lebar']
bukit tinggi daramista;Positif;Begitu bersih dan memukau, sungguh indah ciptaanmu Allah SWT;Begitu bersih dan memukau sungguh indah ciptaanmu Allah SWT;['begitu', 'bersih', 'dan', 'memukau', 'sungguh', 'indah', 'ciptaanmu', 'allah', 'swt'];['begitu', 'bersih', 'dan', 'memukau', 'sungguh', 'indah', 'ciptaanmu', 'allah', 'swt'];['bersih', 'memukau', 'sungguh', 'indah', 'ciptaanmu', 'allah', 'swt'];['bersih', 'pukau', 'sungguh', 'indah', 'cipta', 'allah', 'swt']
bukit tinggi daramista;Positif;"Lumayan Uji adrenalin klo menuju ke sini Apa lagi pulangnya ????????
(Khusus yang bawa mobil harap hati2) karna jalan Sempit …";Lumayan Uji adrenalin klo menuju ke sini Apa lagi pulangnya Khusus yang bawa mobil harap hati karna jalan Sempit;['lumayan', 'uji', 'adrenalin', 'klo', 'menuju', 'ke', 'sini', 'apa', 'lagi', 'pulangnya', 'khusus', 'yang', 'bawa', 'mobil', 'harap', 'hati', 'karna', 'jalan', 'sempit'];['lumayan', 'uji', 'adrenalin', 'kalo', 'menuju', 'ke', 'sini', 'apa', 'lagi', 'pulangnya', 'khusus', 'yang', 'bawa', 'mobil', 'harap', 'hati', 'karena', 'jalan', 'sempit'];['lumayan', 'uji', 'adrenalin', 'pulangnya', 'khusus', 'bawa', 'mobil', 'harap', 'hati', 'jalan', 'sempit'];['lumayan', 'uji', 'adrenalin', 'pulang', 'khusus', 'bawa', 'mobil', 'harap', 'hati', 'jalan', 'sempit']
bukit tinggi daramista;Negatif;Fasilitasnya kurang memadai, padahal biaya masuk sudah bisa dibilang cukup mahal;Fasilitasnya kurang memadai padahal biaya masuk sudah bisa dibilang cukup mahal;['fasilitasnya', 'kurang', 'memadai', 'padahal', 'biaya', 'masuk', 'sudah', 'bisa', 'dibilang', 'cukup', 'mahal'];['fasilitasnya', 'kurang', 'memadai', 'padahal', 'biaya', 'masuk', 'sudah', 'bisa', 'dibilang', 'cukup', 'mahal'];['fasilitasnya', 'memadai', 'biaya', 'masuk', 'dibilang', 'mahal'];['fasilitas', 'pada', 'biaya', 'masuk', 'bilang', 'mahal']
bukit tinggi daramista;Positif;Panas sih tapi disini banyak spot foto yg intagrameble bgt;Panas sih tapi disini banyak spot foto yg intagrameble bgt;['panas', 'sih', 'tapi', 'disini', 'banyak', 'spot', 'foto', 'yg', 'intagrameble', 'bgt'];['panas', 'sih', 'tapi', 'disini', 'banyak', 'spot', 'foto', 'yang', 'intagrameble', 'banget'];['panas', 'spot', 'foto', 'intagrameble', 'banget'];['panas', 'spot', 'foto', 'intagrameble', 'banget']
bukit tinggi daramista;Positif;Keren buat foto, untuk mengabadikan moment kebersamaan;Keren buat foto untuk mengabadikan moment kebersamaan;['keren', 'buat', 'foto', 'untuk', 'mengabadikan', 'moment', 'kebersamaan'];['keren', 'buat', 'foto', 'untuk', 'mengabadikan', 'moment', 'kebersamaan'];['keren', 'foto', 'mengabadikan', 'moment', 'kebersamaan'];['keren', 'foto', 'abadi', 'moment', 'sama']
bukit tinggi daramista;Positif;Tiket masuk murah;Tiket masuk murah;['tiket', 'masuk', 'murah'];['tiket', 'masuk', 'murah'];['tiket', 'masuk', 'murah'];['tiket', 'masuk', 'murah']
bukit tinggi daramista;Netral;Ini aing datengnya emang rada sore dan malem jumat jadi ya sepi bangettt;Ini aing datengnya emang rada sore dan malem jumat jadi ya sepi bangettt;['ini', 'aing', 'datengnya', 'emang', 'rada', 'sore', 'dan', 'malem', 'jumat', 'jadi', 'ya', 'sepi', 'bangettt'];['ini', 'aing', 'datengnya', 'memang', 'rada', 'sore', 'dan', 'malam', 'jumat', 'jadi', 'ya', 'sepi', 'banget'];['aing', 'datengnya', 'rada', 'sore', 'malam', 'jumat', 'sepi', 'banget'];['aing', 'datengnya', 'rada', 'sore', 'malam', 'jumat', 'sepi', 'banget']
bukit tinggi daramista;Positif;tenang dan sejuk di daerah yang katanya panas. jika anda mencari kesejukan dan ketenangan di tengah teriknya matahari, mau menikmati semilir angin yang membawa kesejukan di daerah yang panas disini tempatnya. fasilitas cukup. untuk self …;tenang dan sejuk di daerah yang katanya panas jika anda mencari kesejukan dan ketenangan di tengah teriknya matahari mau menikmati semilir angin yang membawa kesejukan di daerah yang panas disini tempatnya fasilitas cukup untuk self;['tenang', 'dan', 'sejuk', 'di', 'daerah', 'yang', 'katanya', 'panas', 'jika', 'anda', 'mencari', 'kesejukan', 'dan', 'ketenangan', 'di', 'tengah', 'teriknya', 'matahari', 'mau', 'menikmati', 'semilir', 'angin', 'yang', 'membawa', 'kesejukan', 'di', 'daerah', 'yang', 'panas', 'disini', 'tempatnya', 'fasilitas', 'cukup', 'untuk', 'self'];['tenang', 'dan', 'sejuk', 'di', 'daerah', 'yang', 'katanya', 'panas', 'jika', 'anda', 'mencari', 'kesejukan', 'dan', 'ketenangan', 'di', 'tengah', 'teriknya', 'matahari', 'mau', 'menikmati', 'semilir', 'angin', 'yang', 'membawa', 'kesejukan', 'di', 'daerah', 'yang', 'panas', 'disini', 'tempatnya', 'fasilitas', 'cukup', 'untuk', 'self'];['tenang', 'sejuk', 'daerah', 'panas', 'mencari', 'kesejukan', 'ketenangan', 'teriknya', 'matahari', 'menikmati', 'semilir', 'angin', 'membawa', 'kesejukan', 'daerah', 'panas', 'tempatnya', 'fasilitas', 'self'];['tenang', 'sejuk', 'daerah', 'panas', 'cari', 'sejuk', 'tenang', 'terik', 'matahari', 'nikmat', 'milir', 'angin', 'bawa', 'sejuk', 'daerah', 'panas', 'tempat', 'fasilitas', 'self']
bukit tinggi daramista;Positif;Bagoes tempatx....apalagi tambah malam tambah bagoes;Bagoes tempatx apalagi tambah malam tambah bagoes;['bagoes', 'tempatx', 'apalagi', 'tambah', 'malam', 'tambah', 'bagoes'];['bagoes', 'tempatx', 'apalagi', 'tambah', 'malam', 'tambah', 'bagoes'];['bagoes', 'tempatx', 'malam', 'bagoes'];['bagoes', 'tempatx', 'malam', 'bagoes']
bukit tinggi daramista;Positif;Cocok buat kalian para remaja,ibu²,bapak² yg suka berselfie maupun berwefie. Tpi,bagi kalian yg inigin kesini,lebih baik masuk kesininya sore menjelang malam serta tidak kepanasan. Karna bagus dg melihat pemandangan kabupaten² sumenep.;Cocok buat kalian para remaja ibu bapak yg suka berselfie maupun berwefie Tpi bagi kalian yg inigin kesini lebih baik masuk kesininya sore menjelang malam serta tidak kepanasan Karna bagus dg melihat pemandangan kabupaten sumenep;['cocok', 'buat', 'kalian', 'para', 'remaja', 'ibu', 'bapak', 'yg', 'suka', 'berselfie', 'maupun', 'berwefie', 'tpi', 'bagi', 'kalian', 'yg', 'inigin', 'kesini', 'lebih', 'baik', 'masuk', 'kesininya', 'sore', 'menjelang', 'malam', 'serta', 'tidak', 'kepanasan', 'karna', 'bagus', 'dg', 'melihat', 'pemandangan', 'kabupaten', 'sumenep'];['cocok', 'buat', 'kalian', 'para', 'remaja', 'ibu', 'bapak', 'yang', 'suka', 'berselfie', 'maupun', 'berwefie', 'tapi', 'bagi', 'kalian', 'yang', 'inigin', 'kesini', 'lebih', 'baik', 'masuk', 'kesininya', 'sore', 'menjelang', 'malam', 'serta', 'tidak', 'kepanasan', 'karena', 'bagus', 'dengan', 'melihat', 'pemandangan', 'kabupaten', 'sumenep'];['cocok', 'remaja', 'suka', 'berselfie', 'berwefie', 'inigin', 'kesini', 'masuk', 'kesininya', 'sore', 'menjelang', 'malam', 'kepanasan', 'bagus', 'pemandangan', 'kabupaten', 'sumenep'];['cocok', 'remaja', 'suka', 'berselfie', 'berwefie', 'inigin', 'kesini', 'masuk', 'kesini', 'sore', 'jelang', 'malam', 'panas', 'bagus', 'pandang', 'kabupaten', 'sumenep']
bukit tinggi daramista;Positif;Pemandangannya bagus, spot2 selfinya jg oke, perlu ditingkatkan perawatannya saja terutama kebersihan toiletnya.;Pemandangannya bagus spot selfinya jg oke perlu ditingkatkan perawatannya saja terutama kebersihan toiletnya;['pemandangannya', 'bagus', 'spot', 'selfinya', 'jg', 'oke', 'perlu', 'ditingkatkan', 'perawatannya', 'saja', 'terutama', 'kebersihan', 'toiletnya'];['pemandangannya', 'bagus', 'spot', 'selfinya', 'juga', 'oke', 'perlu', 'ditingkatkan', 'perawatannya', 'saja', 'terutama', 'kebersihan', 'toiletnya'];['pemandangannya', 'bagus', 'spot', 'selfinya', 'oke', 'ditingkatkan', 'perawatannya', 'kebersihan', 'toiletnya'];['pandang', 'bagus', 'spot', 'selfinya', 'oke', 'tingkat', 'awat', 'bersih', 'toilet']
bukit tinggi daramista;Positif;"Perlu perhatian lebih dari pemerintah setempat, terkait infrastruktur yang harus dibenanhi dan dilengkapi, safety dan lahan parkir...
Semoga bisa berkembang lebih baik lagi...";Perlu perhatian lebih dari pemerintah setempat terkait infrastruktur yang harus dibenanhi dan dilengkapi safety dan lahan parkir Semoga bisa berkembang lebih baik lagi;['perlu', 'perhatian', 'lebih', 'dari', 'pemerintah', 'setempat', 'terkait', 'infrastruktur', 'yang', 'harus', 'dibenanhi', 'dan', 'dilengkapi', 'safety', 'dan', 'lahan', 'parkir', 'semoga', 'bisa', 'berkembang', 'lebih', 'baik', 'lagi'];['perlu', 'perhatian', 'lebih', 'dari', 'pemerintah', 'setempat', 'terkait', 'infrastruktur', 'yang', 'harus', 'dibenanhi', 'dan', 'dilengkapi', 'safety', 'dan', 'lahan', 'parkir', 'semoga', 'bisa', 'berkembang', 'lebih', 'baik', 'lagi'];['perhatian', 'pemerintah', 'terkait', 'infrastruktur', 'dibenanhi', 'dilengkapi', 'safety', 'lahan', 'parkir', 'semoga', 'berkembang'];['perhati', 'perintah', 'kait', 'infrastruktur', 'dibenanhi', 'lengkap', 'safety', 'lahan', 'parkir', 'moga', 'kembang']
bukit tinggi daramista;Positif;"Buat teman-teman traveller dan holidayer, tempat ini jadi salah satu tempat rekom buat temen"" yang suka menikmati udara ketinggian ini tempatnya. Buat temen"" yg belum tau, Boekit Tinggi daramista ini tempatnya ada di Kab. Sumenep, Madura. …";Buat teman teman traveller dan holidayer tempat ini jadi salah satu tempat rekom buat temen yang suka menikmati udara ketinggian ini tempatnya Buat temen yg belum tau Boekit Tinggi daramista ini tempatnya ada di Kab Sumenep Madura;['buat', 'teman', 'teman', 'traveller', 'dan', 'holidayer', 'tempat', 'ini', 'jadi', 'salah', 'satu', 'tempat', 'rekom', 'buat', 'temen', 'yang', 'suka', 'menikmati', 'udara', 'ketinggian', 'ini', 'tempatnya', 'buat', 'temen', 'yg', 'belum', 'tau', 'boekit', 'tinggi', 'daramista', 'ini', 'tempatnya', 'ada', 'di', 'kab', 'sumenep', 'madura'];['buat', 'teman', 'teman', 'traveller', 'dan', 'holidayer', 'tempat', 'ini', 'jadi', 'salah', 'satu', 'tempat', 'rekom', 'buat', 'teman', 'yang', 'suka', 'menikmati', 'udara', 'ketinggian', 'ini', 'tempatnya', 'buat', 'teman', 'yang', 'belum', 'tau', 'boekit', 'tinggi', 'daramista', 'ini', 'tempatnya', 'ada', 'di', 'kab', 'sumenep', 'madura'];['teman', 'teman', 'traveller', 'holidayer', 'salah', 'rekom', 'teman', 'suka', 'menikmati', 'udara', 'ketinggian', 'tempatnya', 'teman', 'boekit', 'daramista', 'tempatnya', 'kab', 'sumenep', 'madura'];['teman', 'teman', 'traveller', 'holidayer', 'salah', 'rekom', 'teman', 'suka', 'nikmat', 'udara', 'tinggi', 'tempat', 'teman', 'boekit', 'daramista', 'tempat', 'kab', 'sumenep', 'madura']
bukit tinggi daramista;Positif;Bagus untuk foto2 namun masih kurang luas wilayahnya masih perlu ditambahkan juga wahana far lebih menarik;Bagus untuk foto namun masih kurang luas wilayahnya masih perlu ditambahkan juga wahana far lebih menarik;['bagus', 'untuk', 'foto', 'namun', 'masih', 'kurang', 'luas', 'wilayahnya', 'masih', 'perlu', 'ditambahkan', 'juga', 'wahana', 'far', 'lebih', 'menarik'];['bagus', 'untuk', 'foto', 'namun', 'masih', 'kurang', 'luas', 'wilayahnya', 'masih', 'perlu', 'ditambahkan', 'juga', 'wahana', 'far', 'lebih', 'menarik'];['bagus', 'foto', 'luas', 'wilayahnya', 'wahana', 'far', 'menarik'];['bagus', 'foto', 'luas', 'wilayah', 'wahana', 'far', 'tarik']
bukit tinggi daramista;Positif;Tempat yang perlu peejuangan untuk dikunjungi. Namun viewnya keren. Kami datamg tengah hari bolong, klo malem mungkin lebih keren, dengan gemerlap lelampu di kejauhab.;Tempat yang perlu peejuangan untuk dikunjungi Namun viewnya keren Kami datamg tengah hari bolong klo malem mungkin lebih keren dengan gemerlap lelampu di kejauhab;['tempat', 'yang', 'perlu', 'peejuangan', 'untuk', 'dikunjungi', 'namun', 'viewnya', 'keren', 'kami', 'datamg', 'tengah', 'hari', 'bolong', 'klo', 'malem', 'mungkin', 'lebih', 'keren', 'dengan', 'gemerlap', 'lelampu', 'di', 'kejauhab'];['tempat', 'yang', 'perlu', 'peejuangan', 'untuk', 'dikunjungi', 'namun', 'viewnya', 'keren', 'kami', 'datamg', 'tengah', 'hari', 'bolong', 'kalo', 'malam', 'mungkin', 'lebih', 'keren', 'dengan', 'gemerlap', 'lelampu', 'di', 'kejauhab'];['peejuangan', 'dikunjungi', 'viewnya', 'keren', 'datamg', 'bolong', 'malam', 'keren', 'gemerlap', 'lelampu', 'kejauhab'];['peejuangan', 'kunjung', 'viewnya', 'keren', 'datamg', 'bolong', 'malam', 'keren', 'gemerlap', 'lampu', 'kejauhab']
bukit tinggi daramista;Positif;Lokasi yang mudah dijangkau meski harus lumayan mendaki dan melewati jalan kecil berkelok. Tempatnya indah dan asri.;Lokasi yang mudah dijangkau meski harus lumayan mendaki dan melewati jalan kecil berkelok Tempatnya indah dan asri;['lokasi', 'yang', 'mudah', 'dijangkau', 'meski', 'harus', 'lumayan', 'mendaki', 'dan', 'melewati', 'jalan', 'kecil', 'berkelok', 'tempatnya', 'indah', 'dan', 'asri'];['lokasi', 'yang', 'mudah', 'dijangkau', 'meski', 'harus', 'lumayan', 'mendaki', 'dan', 'melewati', 'jalan', 'kecil', 'berkelok', 'tempatnya', 'indah', 'dan', 'asri'];['lokasi', 'mudah', 'dijangkau', 'lumayan', 'mendaki', 'melewati', 'jalan', 'berkelok', 'tempatnya', 'indah', 'asri'];['lokasi', 'mudah', 'jangkau', 'lumayan', 'daki', 'lewat', 'jalan', 'kelok', 'tempat', 'indah', 'asri']
bukit tinggi daramista;Positif;Bagus pemandangannya;Bagus pemandangannya;['bagus', 'pemandangannya'];['bagus', 'pemandangannya'];['bagus', 'pemandangannya'];['bagus', 'pandang']
bukit tinggi daramista;Positif;"tempat yg cocok buat ngadem dan selfi ria..
karna banyak view foto keren .";tempat yg cocok buat ngadem dan selfi ria karna banyak view foto keren;['tempat', 'yg', 'cocok', 'buat', 'ngadem', 'dan', 'selfi', 'ria', 'karna', 'banyak', 'view', 'foto', 'keren'];['tempat', 'yang', 'cocok', 'buat', 'ngadem', 'dan', 'selfi', 'ria', 'karena', 'banyak', 'view', 'foto', 'keren'];['cocok', 'ngadem', 'selfi', 'ria', 'view', 'foto', 'keren'];['cocok', 'ngadem', 'selfi', 'ria', 'view', 'foto', 'keren']
bukit tinggi daramista;Positif;Keren, bagus, dan pemandangan nya indah. Namun gak ada kamar mandi atauu WC nya;Keren bagus dan pemandangan nya indah Namun gak ada kamar mandi atauu WC nya;['keren', 'bagus', 'dan', 'pemandangan', 'nya', 'indah', 'namun', 'gak', 'ada', 'kamar', 'mandi', 'atauu', 'wc', 'nya'];['keren', 'bagus', 'dan', 'pemandangan', 'nya', 'indah', 'namun', 'enggak', 'ada', 'kamar', 'mandi', 'atauu', 'wc', 'nya'];['keren', 'bagus', 'pemandangan', 'indah', 'kamar', 'mandi', 'atauu', 'wc'];['keren', 'bagus', 'pandang', 'indah', 'kamar', 'mandi', 'atauu', 'wc']
bukit tinggi daramista;Positif;Keren dan recommended banget dah;Keren dan recommended banget dah;['keren', 'dan', 'recommended', 'banget', 'dah'];['keren', 'dan', 'recommended', 'banget', 'deh'];['keren', 'recommended', 'banget', 'deh'];['keren', 'recommended', 'banget', 'deh']
bukit tinggi daramista;Positif;Tempat yang cocok untuk berfoto foto ria dan menikmati sejuknya angin;Tempat yang cocok untuk berfoto foto ria dan menikmati sejuknya angin;['tempat', 'yang', 'cocok', 'untuk', 'berfoto', 'foto', 'ria', 'dan', 'menikmati', 'sejuknya', 'angin'];['tempat', 'yang', 'cocok', 'untuk', 'berfoto', 'foto', 'ria', 'dan', 'menikmati', 'sejuknya', 'angin'];['cocok', 'berfoto', 'foto', 'ria', 'menikmati', 'sejuknya', 'angin'];['cocok', 'foto', 'foto', 'ria', 'nikmat', 'sejuk', 'angin']
