;index;lokasi;Sentimen;komentar;tokenize;clean;normalize;stopword;stemming
1694;1709;Bukit Jaddhih;Positif;Bukit Jeddih Indah dan menawan di waktu musim penghujan..., Telaga Goa Pote bisa   dipakai untuk berakit-rakit berfoto ria bersama klg . Kolam renangnya  segar dan sejuk... dengan berbagai hidangan di tepian kolamnya . Tempat parkir, toilet …;['bukit', 'jeddih', 'indah', 'dan', 'menawan', 'di', 'waktu', 'musim', 'penghujan', 'telaga', 'goa', 'pote', 'bisa', 'dipakai', 'untuk', 'berakitrakit', 'berfoto', 'ria', 'bersama', 'klg', 'kolam', 'renangnya', 'segar', 'dan', 'sejuk', 'dengan', 'berbagai', 'hidangan', 'di', 'tepian', 'kolamnya', 'tempat', 'parkir', 'toilet', '…'];['bukit', 'jeddih', 'indah', 'dan', 'menawan', 'di', 'waktu', 'musim', 'penghujan', 'telaga', 'goa', 'pote', 'bisa', 'dipakai', 'untuk', 'berakitrakit', 'berfoto', 'ria', 'bersama', 'klg', 'kolam', 'renangnya', 'segar', 'dan', 'sejuk', 'dengan', 'berbagai', 'hidangan', 'di', 'tepian', 'kolamnya', 'tempat', 'parkir', 'toilet', ''];['bukit', 'jeddih', 'indah', 'dan', 'menawan', 'di', 'waktu', 'musim', 'penghujan', 'telaga', 'goa', 'pote', 'bisa', 'dipakai', 'untuk', 'berakitrakit', 'berfoto', 'ria', 'bersama', 'keluarga', 'kolam', 'renangnya', 'segar', 'dan', 'sejuk', 'dengan', 'berbagai', 'hidangan', 'di', 'tepian', 'kolamnya', 'tempat', 'parkir', 'toilet', ''];['bukit', 'jeddih', 'indah', 'menawan', 'musim', 'penghujan', 'telaga', 'goa', 'pote', 'dipakai', 'berakitrakit', 'berfoto', 'ria', 'keluarga', 'kolam', 'renangnya', 'segar', 'sejuk', 'hidangan', 'tepian', 'kolamnya', 'parkir', 'toilet', ''];['bukit', 'jeddih', 'indah', 'tawan', 'musim', 'hujan', 'telaga', 'goa', 'pote', 'pakai', 'berakitrakit', 'foto', 'ria', 'keluarga', 'kolam', 'renang', 'segar', 'sejuk', 'hidang', 'tepi', 'kolam', 'parkir', 'toilet', '']
1695;1710;Bukit Jaddhih;Positif;1. Make sure you bring sunglasses, wear a wide hat, wear proper shoes to avoid sliped and bring umbrella! …;['1', 'make', 'sure', 'you', 'bring', 'sunglasses', 'wear', 'a', 'wide', 'hat', 'wear', 'proper', 'shoes', 'to', 'avoid', 'sliped', 'and', 'bring', 'umbrella', '…'];['', 'make', 'sure', 'you', 'bring', 'sunglasses', 'wear', 'a', 'wide', 'hat', 'wear', 'proper', 'shoes', 'to', 'avoid', 'sliped', 'and', 'bring', 'umbrella', ''];['', 'memakai', 'sure', 'you', 'bring', 'sunglasses', 'wear', 'a', 'wide', 'hati', 'wear', 'proper', 'shoes', 'tapi', 'avoid', 'sliped', 'and', 'bring', 'umbrella', ''];['', 'memakai', 'sure', 'you', 'bring', 'sunglasses', 'wear', 'a', 'wide', 'hati', 'wear', 'proper', 'shoes', 'avoid', 'sliped', 'and', 'bring', 'umbrella', ''];['', 'pakai', 'sure', 'you', 'bring', 'sunglasses', 'wear', 'a', 'wide', 'hati', 'wear', 'proper', 'shoes', 'avoid', 'sliped', 'and', 'bring', 'umbrella', '']
1696;1711;Bukit Jaddhih;Positif;Bagus banget pas kesana,  yg penting pinter ambil angel fotonya.... Tp banyak bandit di gerbang masuk sana, itu kalau masuknya lewat jalan sepi. Ga tau nama jalannya, asal nemu dr google maps  ditunjukin jalan itu. …;['bagus', 'banget', 'pas', 'kesana', 'yg', 'penting', 'pinter', 'ambil', 'angel', 'fotonya', 'tp', 'banyak', 'bandit', 'di', 'gerbang', 'masuk', 'sana', 'itu', 'kalau', 'masuknya', 'lewat', 'jalan', 'sepi', 'ga', 'tau', 'nama', 'jalannya', 'asal', 'nemu', 'dr', 'google', 'maps', 'ditunjukin', 'jalan', 'itu', '…'];['bagus', 'banget', 'pas', 'kesana', 'yg', 'penting', 'pinter', 'ambil', 'angel', 'fotonya', 'tp', 'banyak', 'bandit', 'di', 'gerbang', 'masuk', 'sana', 'itu', 'kalau', 'masuknya', 'lewat', 'jalan', 'sepi', 'ga', 'tau', 'nama', 'jalannya', 'asal', 'nemu', 'dr', 'google', 'maps', 'ditunjukin', 'jalan', 'itu', ''];['bagus', 'banget', 'pas', 'kesana', 'yang', 'penting', 'pintar', 'ambil', 'angel', 'fotonya', 'tapi', 'banyak', 'bandit', 'di', 'gerbang', 'masuk', 'sana', 'itu', 'kalau', 'masuknya', 'lewat', 'jalan', 'sepi', 'enggak', 'tau', 'nama', 'jalannya', 'asal', 'nemu', 'dari', 'google', 'maps', 'ditunjukin', 'jalan', 'itu', ''];['bagus', 'banget', 'pas', 'kesana', 'pintar', 'ambil', 'angel', 'fotonya', 'bandit', 'gerbang', 'masuk', 'masuknya', 'jalan', 'sepi', 'nama', 'jalannya', 'nemu', 'google', 'maps', 'ditunjukin', 'jalan', ''];['bagus', 'banget', 'pas', 'kesana', 'pintar', 'ambil', 'angel', 'foto', 'bandit', 'gerbang', 'masuk', 'masuk', 'jalan', 'sepi', 'nama', 'jalan', 'nemu', 'google', 'maps', 'ditunjukin', 'jalan', '']
1697;1712;Bukit Jaddhih;Positif;Sangattttt.... indahhhhh.... lukisan alam yang luar biasa. Waktu yang tepat untuk menikmati Bukit Jaddhih adalah pagi hari, karena jika siang hari sangat panas ( persiapan sunblock, topi, payung ). Selamat menikmati salah satu keindahan alam negeri ini...;['sangattttt', 'indahhhhh', 'lukisan', 'alam', 'yang', 'luar', 'biasa', 'waktu', 'yang', 'tepat', 'untuk', 'menikmati', 'bukit', 'jaddhih', 'adalah', 'pagi', 'hari', 'karena', 'jika', 'siang', 'hari', 'sangat', 'panas', 'persiapan', 'sunblock', 'topi', 'payung', 'selamat', 'menikmati', 'salah', 'satu', 'keindahan', 'alam', 'negeri', 'ini'];['sangattttt', 'indahhhhh', 'lukisan', 'alam', 'yang', 'luar', 'biasa', 'waktu', 'yang', 'tepat', 'untuk', 'menikmati', 'bukit', 'jaddhih', 'adalah', 'pagi', 'hari', 'karena', 'jika', 'siang', 'hari', 'sangat', 'panas', 'persiapan', 'sunblock', 'topi', 'payung', 'selamat', 'menikmati', 'salah', 'satu', 'keindahan', 'alam', 'negeri', 'ini'];['sangattttt', 'indahhhhh', 'lukisan', 'alam', 'yang', 'luar', 'biasa', 'waktu', 'yang', 'tepat', 'untuk', 'menikmati', 'bukit', 'jaddhih', 'adalah', 'pagi', 'hari', 'karena', 'jika', 'siang', 'hari', 'sangat', 'panas', 'persiapan', 'sunblock', 'topi', 'payung', 'selamat', 'menikmati', 'salah', 'satu', 'keindahan', 'alam', 'negeri', 'ini'];['sangattttt', 'indahhhhh', 'lukisan', 'alam', 'menikmati', 'bukit', 'jaddhih', 'pagi', 'siang', 'panas', 'persiapan', 'sunblock', 'topi', 'payung', 'selamat', 'menikmati', 'salah', 'keindahan', 'alam', 'negeri'];['sangattttt', 'indahhhhh', 'lukis', 'alam', 'nikmat', 'bukit', 'jaddhih', 'pagi', 'siang', 'panas', 'siap', 'sunblock', 'topi', 'payung', 'selamat', 'nikmat', 'salah', 'indah', 'alam', 'negeri']
1698;1713;Bukit Jaddhih;Positif;Momen paling bagus saat musim hujan akan berakhir. Rumput menghijau, cuaca tidak terlalu panas.;['momen', 'paling', 'bagus', 'saat', 'musim', 'hujan', 'akan', 'berakhir', 'rumput', 'menghijau', 'cuaca', 'tidak', 'terlalu', 'panas'];['momen', 'paling', 'bagus', 'saat', 'musim', 'hujan', 'akan', 'berakhir', 'rumput', 'menghijau', 'cuaca', 'tidak', 'terlalu', 'panas'];['momen', 'paling', 'bagus', 'saat', 'musim', 'hujan', 'akan', 'berakhir', 'rumput', 'menghijau', 'cuaca', 'tidak', 'terlalu', 'panas'];['momen', 'bagus', 'musim', 'hujan', 'rumput', 'menghijau', 'cuaca', 'panas'];['momen', 'bagus', 'musim', 'hujan', 'rumput', 'hijau', 'cuaca', 'panas']
1699;1714;Bukit Jaddhih;Positif;Suka sama pemandangannya, warna airnya bagus (kalau pas musim panas), banyak spot untuk foto. Jalanan menuju kesana gampang n g parah2 banget.. …;['suka', 'sama', 'pemandangannya', 'warna', 'airnya', 'bagus', 'kalau', 'pas', 'musim', 'panas', 'banyak', 'spot', 'untuk', 'foto', 'jalanan', 'menuju', 'kesana', 'gampang', 'n', 'g', 'parah2', 'banget', '…'];['suka', 'sama', 'pemandangannya', 'warna', 'airnya', 'bagus', 'kalau', 'pas', 'musim', 'panas', 'banyak', 'spot', 'untuk', 'foto', 'jalanan', 'menuju', 'kesana', 'gampang', 'n', 'g', 'parah', 'banget', ''];['suka', 'sama', 'pemandangannya', 'warna', 'airnya', 'bagus', 'kalau', 'pas', 'musim', 'panas', 'banyak', 'spot', 'untuk', 'foto', 'jalanan', 'menuju', 'kesana', 'gampang', 'n', 'enggak', 'parah', 'banget', ''];['suka', 'pemandangannya', 'warna', 'airnya', 'bagus', 'pas', 'musim', 'panas', 'spot', 'foto', 'jalanan', 'kesana', 'gampang', 'parah', 'banget', ''];['suka', 'pandang', 'warna', 'air', 'bagus', 'pas', 'musim', 'panas', 'spot', 'foto', 'jalan', 'kesana', 'gampang', 'parah', 'banget', '']
1700;1715;Bukit Jaddhih;Positif;Tempatnya keren. Cuma mungkin akses jalannya perlu diperbaiki ya. Pengelolaannya juga kalau lebih bagus lagi tempat ini akan jadi lebih baik dan tentunya akan banyak mengundang wisatawan;['tempatnya', 'keren', 'cuma', 'mungkin', 'akses', 'jalannya', 'perlu', 'diperbaiki', 'ya', 'pengelolaannya', 'juga', 'kalau', 'lebih', 'bagus', 'lagi', 'tempat', 'ini', 'akan', 'jadi', 'lebih', 'baik', 'dan', 'tentunya', 'akan', 'banyak', 'mengundang', 'wisatawan'];['tempatnya', 'keren', 'cuma', 'mungkin', 'akses', 'jalannya', 'perlu', 'diperbaiki', 'ya', 'pengelolaannya', 'juga', 'kalau', 'lebih', 'bagus', 'lagi', 'tempat', 'ini', 'akan', 'jadi', 'lebih', 'baik', 'dan', 'tentunya', 'akan', 'banyak', 'mengundang', 'wisatawan'];['tempatnya', 'keren', 'cuma', 'mungkin', 'akses', 'jalannya', 'perlu', 'diperbaiki', 'ya', 'pengelolaannya', 'juga', 'kalau', 'lebih', 'bagus', 'lagi', 'tempat', 'ini', 'akan', 'jadi', 'lebih', 'baik', 'dan', 'tentunya', 'akan', 'banyak', 'mengundang', 'wisatawan'];['tempatnya', 'keren', 'akses', 'jalannya', 'diperbaiki', 'pengelolaannya', 'bagus', 'mengundang', 'wisatawan'];['tempat', 'keren', 'akses', 'jalan', 'baik', 'kelola', 'bagus', 'undang', 'wisatawan']
1701;1716;Bukit Jaddhih;Positif;Spot foto keren... Untung pas datang suasana ngk panas... Jd bisa dpt hasil foto yg bagus... Cm akses masuk ke jaddih jalannya ngk rata;['spot', 'foto', 'keren', 'untung', 'pas', 'datang', 'suasana', 'ngk', 'panas', 'jd', 'bisa', 'dpt', 'hasil', 'foto', 'yg', 'bagus', 'cm', 'akses', 'masuk', 'ke', 'jaddih', 'jalannya', 'ngk', 'rata'];['spot', 'foto', 'keren', 'untung', 'pas', 'datang', 'suasana', 'ngk', 'panas', 'jd', 'bisa', 'dpt', 'hasil', 'foto', 'yg', 'bagus', 'cm', 'akses', 'masuk', 'ke', 'jaddih', 'jalannya', 'ngk', 'rata'];['spot', 'foto', 'keren', 'untung', 'pas', 'datang', 'suasana', 'enggak', 'panas', 'jadi', 'bisa', 'dapat', 'hasil', 'foto', 'yang', 'bagus', 'cuma', 'akses', 'masuk', 'ke', 'jaddih', 'jalannya', 'enggak', 'rata'];['spot', 'foto', 'keren', 'untung', 'pas', 'suasana', 'panas', 'hasil', 'foto', 'bagus', 'akses', 'masuk', 'jaddih', 'jalannya'];['spot', 'foto', 'keren', 'untung', 'pas', 'suasana', 'panas', 'hasil', 'foto', 'bagus', 'akses', 'masuk', 'jaddih', 'jalan']
1702;1717;Bukit Jaddhih;Positif;"Alhamdulillaah... sampai juga di Bukit Jaddih (Bangkalan, Pulau Madura).
Tempatnya potensial untuk wisata, namun pengembangan wisatanya perlu ditingkatkan.";['alhamdulillaah', 'sampai', 'juga', 'di', 'bukit', 'jaddih', 'bangkalan', 'pulau', 'madura', 'tempatnya', 'potensial', 'untuk', 'wisata', 'namun', 'pengembangan', 'wisatanya', 'perlu', 'ditingkatkan'];['alhamdulillaah', 'sampai', 'juga', 'di', 'bukit', 'jaddih', 'bangkalan', 'pulau', 'madura', 'tempatnya', 'potensial', 'untuk', 'wisata', 'namun', 'pengembangan', 'wisatanya', 'perlu', 'ditingkatkan'];['alhamdulillaah', 'sampai', 'juga', 'di', 'bukit', 'jaddih', 'bangkalan', 'pulau', 'madura', 'tempatnya', 'potensial', 'untuk', 'wisata', 'namun', 'pengembangan', 'wisatanya', 'perlu', 'ditingkatkan'];['alhamdulillaah', 'bukit', 'jaddih', 'bangkalan', 'pulau', 'madura', 'tempatnya', 'potensial', 'wisata', 'pengembangan', 'wisatanya', 'ditingkatkan'];['alhamdulillaah', 'bukit', 'jaddih', 'bangkal', 'pulau', 'madura', 'tempat', 'potensial', 'wisata', 'kembang', 'wisata', 'tingkat']
1703;1718;Bukit Jaddhih;Positif;Bukit kapur dengan bentukan2 yg tertata, ada bentukan kotak yg besar menjulang, ada tangga2 yg bisa dinaiki smp bagian atas ruangan tertentu, ada  galian yg membentuk semacam kubangan besar yg terisi air ...bila tidak hujan airnya menjadi …;['bukit', 'kapur', 'dengan', 'bentukan2', 'yg', 'tertata', 'ada', 'bentukan', 'kotak', 'yg', 'besar', 'menjulang', 'ada', 'tangga2', 'yg', 'bisa', 'dinaiki', 'smp', 'bagian', 'atas', 'ruangan', 'tertentu', 'ada', 'galian', 'yg', 'membentuk', 'semacam', 'kubangan', 'besar', 'yg', 'terisi', 'air', 'bila', 'tidak', 'hujan', 'airnya', 'menjadi', '…'];['bukit', 'kapur', 'dengan', 'bentukan', 'yg', 'tertata', 'ada', 'bentukan', 'kotak', 'yg', 'besar', 'menjulang', 'ada', 'tangga', 'yg', 'bisa', 'dinaiki', 'smp', 'bagian', 'atas', 'ruangan', 'tertentu', 'ada', 'galian', 'yg', 'membentuk', 'semacam', 'kubangan', 'besar', 'yg', 'terisi', 'air', 'bila', 'tidak', 'hujan', 'airnya', 'menjadi', ''];['bukit', 'kapur', 'dengan', 'bentukan', 'yang', 'tertata', 'ada', 'bentukan', 'kotak', 'yang', 'besar', 'menjulang', 'ada', 'tangga', 'yang', 'bisa', 'dinaiki', 'sampai', 'bagian', 'atas', 'ruangan', 'tertentu', 'ada', 'galian', 'yang', 'membentuk', 'semacam', 'kubangan', 'besar', 'yang', 'terisi', 'air', 'bila', 'tidak', 'hujan', 'airnya', 'menjadi', ''];['bukit', 'kapur', 'bentukan', 'tertata', 'bentukan', 'kotak', 'menjulang', 'tangga', 'dinaiki', 'ruangan', 'galian', 'membentuk', 'kubangan', 'terisi', 'air', 'hujan', 'airnya', ''];['bukit', 'kapur', 'bentuk', 'tata', 'bentuk', 'kotak', 'julang', 'tangga', 'naik', 'ruang', 'gali', 'bentuk', 'kubang', 'isi', 'air', 'hujan', 'air', '']
1704;1719;Bukit Jaddhih;Positif;Berada di daerah bangkalan madura. Akses jalan kesana bisa menggunakan motor maupun mobil. Tempatnya bagus. Tp hrs siap2 bawa payung,atau topi,dan sunblock krn panasnya luar biasa;['berada', 'di', 'daerah', 'bangkalan', 'madura', 'akses', 'jalan', 'kesana', 'bisa', 'menggunakan', 'motor', 'maupun', 'mobil', 'tempatnya', 'bagus', 'tp', 'hrs', 'siap2', 'bawa', 'payungatau', 'topidan', 'sunblock', 'krn', 'panasnya', 'luar', 'biasa'];['berada', 'di', 'daerah', 'bangkalan', 'madura', 'akses', 'jalan', 'kesana', 'bisa', 'menggunakan', 'motor', 'maupun', 'mobil', 'tempatnya', 'bagus', 'tp', 'hrs', 'siap', 'bawa', 'payungatau', 'topidan', 'sunblock', 'krn', 'panasnya', 'luar', 'biasa'];['berada', 'di', 'daerah', 'bangkalan', 'madura', 'akses', 'jalan', 'kesana', 'bisa', 'menggunakan', 'motor', 'maupun', 'mobil', 'tempatnya', 'bagus', 'tapi', 'harus', 'siap', 'bawa', 'payungatau', 'topidan', 'sunblock', 'karena', 'panasnya', 'luar', 'biasa'];['daerah', 'bangkalan', 'madura', 'akses', 'jalan', 'kesana', 'motor', 'mobil', 'tempatnya', 'bagus', 'bawa', 'payungatau', 'topidan', 'sunblock', 'panasnya'];['daerah', 'bangkal', 'madura', 'akses', 'jalan', 'kesana', 'motor', 'mobil', 'tempat', 'bagus', 'bawa', 'payungatau', 'topidan', 'sunblock', 'panas']
1705;1720;Bukit Jaddhih;Positif;Pas pertama ke sini, musim hujan. Air di danau nya bgs. Ke sini lg yg kdua pas musim kering. Tapi ttp bagus. Cuma debu aja. Jd kl pas musim panas ke sana sebaiknya pake masker.;['pas', 'pertama', 'ke', 'sini', 'musim', 'hujan', 'air', 'di', 'danau', 'nya', 'bgs', 'ke', 'sini', 'lg', 'yg', 'kdua', 'pas', 'musim', 'kering', 'tapi', 'ttp', 'bagus', 'cuma', 'debu', 'aja', 'jd', 'kl', 'pas', 'musim', 'panas', 'ke', 'sana', 'sebaiknya', 'pake', 'masker'];['pas', 'pertama', 'ke', 'sini', 'musim', 'hujan', 'air', 'di', 'danau', 'nya', 'bgs', 'ke', 'sini', 'lg', 'yg', 'kdua', 'pas', 'musim', 'kering', 'tapi', 'ttp', 'bagus', 'cuma', 'debu', 'aja', 'jd', 'kl', 'pas', 'musim', 'panas', 'ke', 'sana', 'sebaiknya', 'pake', 'masker'];['pas', 'pertama', 'ke', 'sini', 'musim', 'hujan', 'air', 'di', 'danau', 'nya', 'bagus', 'ke', 'sini', 'lagi', 'yang', 'kedua', 'pas', 'musim', 'kering', 'tapi', 'tetap', 'bagus', 'cuma', 'debu', 'saja', 'jadi', 'kalo', 'pas', 'musim', 'panas', 'ke', 'sana', 'sebaiknya', 'pakai', 'masker'];['pas', 'musim', 'hujan', 'air', 'danau', 'bagus', 'pas', 'musim', 'kering', 'bagus', 'debu', 'pas', 'musim', 'panas', 'pakai', 'masker'];['pas', 'musim', 'hujan', 'air', 'danau', 'bagus', 'pas', 'musim', 'kering', 'bagus', 'debu', 'pas', 'musim', 'panas', 'pakai', 'masker']
1706;1721;Bukit Jaddhih;Positif;"Alam yang terbentuk dari tetes keringat penduduk. Keindahannya terlihat namun belum nampak kepedulian dari penguasa desa.
Perlu komitmen bersama untuk menjadikan desa wisata yang ramah pada pengunjung.
Jika itu terjadi, insyaaAllah makmur penduduk sekitarnya";['alam', 'yang', 'terbentuk', 'dari', 'tetes', 'keringat', 'penduduk', 'keindahannya', 'terlihat', 'namun', 'belum', 'nampak', 'kepedulian', 'dari', 'penguasa', 'desa', 'perlu', 'komitmen', 'bersama', 'untuk', 'menjadikan', 'desa', 'wisata', 'yang', 'ramah', 'pada', 'pengunjung', 'jika', 'itu', 'terjadi', 'insyaaallah', 'makmur', 'penduduk', 'sekitarnya'];['alam', 'yang', 'terbentuk', 'dari', 'tetes', 'keringat', 'penduduk', 'keindahannya', 'terlihat', 'namun', 'belum', 'nampak', 'kepedulian', 'dari', 'penguasa', 'desa', 'perlu', 'komitmen', 'bersama', 'untuk', 'menjadikan', 'desa', 'wisata', 'yang', 'ramah', 'pada', 'pengunjung', 'jika', 'itu', 'terjadi', 'insyaaallah', 'makmur', 'penduduk', 'sekitarnya'];['alam', 'yang', 'terbentuk', 'dari', 'tetes', 'keringat', 'penduduk', 'keindahannya', 'terlihat', 'namun', 'belum', 'menampak', 'kepedulian', 'dari', 'penguasa', 'desa', 'perlu', 'komitmen', 'bersama', 'untuk', 'menjadikan', 'desa', 'wisata', 'yang', 'ramah', 'pada', 'pengunjung', 'jika', 'itu', 'terjadi', 'insyaaallah', 'makmur', 'penduduk', 'sekitarnya'];['alam', 'terbentuk', 'tetes', 'keringat', 'penduduk', 'keindahannya', 'menampak', 'kepedulian', 'penguasa', 'desa', 'komitmen', 'menjadikan', 'desa', 'wisata', 'ramah', 'pengunjung', 'insyaaallah', 'makmur', 'penduduk'];['alam', 'bentuk', 'tetes', 'keringat', 'duduk', 'indah', 'tampak', 'peduli', 'kuasa', 'desa', 'komitmen', 'jadi', 'desa', 'wisata', 'ramah', 'unjung', 'insyaaallah', 'makmur', 'duduk']
1707;1722;Bukit Jaddhih;Positif;"Tempatnya keren buat berlibur, apalagi jembatan suramadu sudah gratis, kalo kesini harus berhenti yang di ""GOA POTE"" masuknya per orang Rp. 5.000 karena itu bener bener one stop destination gitu ada perahu, ada parkiran, ada toilet, ada …";['tempatnya', 'keren', 'buat', 'berlibur', 'apalagi', 'jembatan', 'suramadu', 'sudah', 'gratis', 'kalo', 'kesini', 'harus', 'berhenti', 'yang', 'di', 'goa', 'pote', 'masuknya', 'per', 'orang', 'rp', '5000', 'karena', 'itu', 'bener', 'bener', 'one', 'stop', 'destination', 'gitu', 'ada', 'perahu', 'ada', 'parkiran', 'ada', 'toilet', 'ada', '…'];['tempatnya', 'keren', 'buat', 'berlibur', 'apalagi', 'jembatan', 'suramadu', 'sudah', 'gratis', 'kalo', 'kesini', 'harus', 'berhenti', 'yang', 'di', 'goa', 'pote', 'masuknya', 'per', 'orang', 'rp', '', 'karena', 'itu', 'bener', 'bener', 'one', 'stop', 'destination', 'gitu', 'ada', 'perahu', 'ada', 'parkiran', 'ada', 'toilet', 'ada', ''];['tempatnya', 'keren', 'buat', 'berlibur', 'apalagi', 'jembatan', 'suramadu', 'sudah', 'gratis', 'kalo', 'kesini', 'harus', 'berhenti', 'yang', 'di', 'goa', 'pote', 'masuknya', 'per', 'orang', 'rp', '', 'karena', 'itu', 'benar', 'benar', 'one', 'stop', 'destination', 'begitu', 'ada', 'perahu', 'ada', 'parkiran', 'ada', 'toilet', 'ada', ''];['tempatnya', 'keren', 'berlibur', 'jembatan', 'suramadu', 'gratis', 'kesini', 'berhenti', 'goa', 'pote', 'masuknya', 'orang', 'rp', '', 'one', 'stop', 'destination', 'perahu', 'parkiran', 'toilet', ''];['tempat', 'keren', 'libur', 'jembatan', 'suramadu', 'gratis', 'kesini', 'henti', 'goa', 'pote', 'masuk', 'orang', 'rp', '', 'one', 'stop', 'destination', 'perahu', 'parkir', 'toilet', '']
1708;1723;Bukit Jaddhih;Positif;"Tempatnya indah, bagus banget view nya utk foto"" ,cuman lebih dikelola lagi aja sama pemerintah sama dikasih bimbingan ke warga sekitar ,  karena disini  banyak pungli ,pertama masuk ke kampungnya kena bayar ,,trus masuk kearea tambangnya …";['tempatnya', 'indah', 'bagus', 'banget', 'view', 'nya', 'utk', 'foto', 'cuman', 'lebih', 'dikelola', 'lagi', 'aja', 'sama', 'pemerintah', 'sama', 'dikasih', 'bimbingan', 'ke', 'warga', 'sekitar', 'karena', 'disini', 'banyak', 'pungli', 'pertama', 'masuk', 'ke', 'kampungnya', 'kena', 'bayar', 'trus', 'masuk', 'kearea', 'tambangnya', '…'];['tempatnya', 'indah', 'bagus', 'banget', 'view', 'nya', 'utk', 'foto', 'cuman', 'lebih', 'dikelola', 'lagi', 'aja', 'sama', 'pemerintah', 'sama', 'dikasih', 'bimbingan', 'ke', 'warga', 'sekitar', 'karena', 'disini', 'banyak', 'pungli', 'pertama', 'masuk', 'ke', 'kampungnya', 'kena', 'bayar', 'trus', 'masuk', 'kearea', 'tambangnya', ''];['tempatnya', 'indah', 'bagus', 'banget', 'view', 'nya', 'untuk', 'foto', 'cuman', 'lebih', 'dikelola', 'lagi', 'saja', 'sama', 'pemerintah', 'sama', 'dikasih', 'bimbingan', 'ke', 'warga', 'sekitar', 'karena', 'disini', 'banyak', 'pungli', 'pertama', 'masuk', 'ke', 'kampungnya', 'kena', 'bayar', 'terus', 'masuk', 'kearea', 'tambangnya', ''];['tempatnya', 'indah', 'bagus', 'banget', 'view', 'foto', 'cuman', 'dikelola', 'pemerintah', 'dikasih', 'bimbingan', 'warga', 'pungli', 'masuk', 'kampungnya', 'kena', 'bayar', 'masuk', 'kearea', 'tambangnya', ''];['tempat', 'indah', 'bagus', 'banget', 'view', 'foto', 'cuman', 'kelola', 'perintah', 'kasih', 'bimbing', 'warga', 'pungli', 'masuk', 'kampung', 'kena', 'bayar', 'masuk', 'area', 'tambang', '']
1709;1724;Bukit Jaddhih;Positif;Kepengen coba rekreasi di Madura, ternyata tambang batu kapur yang masih aktif, parkir sekali masuk dipatok per orang 5000 rupiah, menurut aku sih lumayan;['kepengen', 'coba', 'rekreasi', 'di', 'madura', 'ternyata', 'tambang', 'batu', 'kapur', 'yang', 'masih', 'aktif', 'parkir', 'sekali', 'masuk', 'dipatok', 'per', 'orang', '5000', 'rupiah', 'menurut', 'aku', 'sih', 'lumayan'];['kepengen', 'coba', 'rekreasi', 'di', 'madura', 'ternyata', 'tambang', 'batu', 'kapur', 'yang', 'masih', 'aktif', 'parkir', 'sekali', 'masuk', 'dipatok', 'per', 'orang', '', 'rupiah', 'menurut', 'aku', 'sih', 'lumayan'];['kepengen', 'coba', 'rekreasi', 'di', 'madura', 'ternyata', 'tambang', 'batu', 'kapur', 'yang', 'masih', 'aktif', 'parkir', 'sekali', 'masuk', 'dipatok', 'per', 'orang', '', 'rupiah', 'menurut', 'aku', 'sih', 'lumayan'];['kepengen', 'coba', 'rekreasi', 'madura', 'tambang', 'batu', 'kapur', 'aktif', 'parkir', 'masuk', 'dipatok', 'orang', '', 'rupiah', 'lumayan'];['ken', 'coba', 'rekreasi', 'madura', 'tambang', 'batu', 'kapur', 'aktif', 'parkir', 'masuk', 'patok', 'orang', '', 'rupiah', 'lumayan']
1710;1725;Bukit Jaddhih;Positif;"ما شاء الله.
Keren banget tempatnya..instagramable..
Tapi ada yg perlu diperbaiki..yaitu akses jalan menuju lokasi (ada bbrp titik …";['ما', 'شاء', 'الله', 'keren', 'banget', 'tempatnyainstagramable', 'tapi', 'ada', 'yg', 'perlu', 'diperbaikiyaitu', 'akses', 'jalan', 'menuju', 'lokasi', 'ada', 'bbrp', 'titik', '…'];['', '', '', 'keren', 'banget', 'tempatnyainstagramable', 'tapi', 'ada', 'yg', 'perlu', 'diperbaikiyaitu', 'akses', 'jalan', 'menuju', 'lokasi', 'ada', 'bbrp', 'titik', ''];['', '', '', 'keren', 'banget', 'tempatnyainstagramable', 'tapi', 'ada', 'yang', 'perlu', 'diperbaikiyaitu', 'akses', 'jalan', 'menuju', 'lokasi', 'ada', 'beberapa', 'titik', ''];['', '', '', 'keren', 'banget', 'tempatnyainstagramable', 'diperbaikiyaitu', 'akses', 'jalan', 'lokasi', 'titik', ''];['', '', '', 'keren', 'banget', 'tempatnyainstagramable', 'diperbaikiyaitu', 'akses', 'jalan', 'lokasi', 'titik', '']
