	index	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
368	369	Heni Rahem	5 bulan lalu	Positif	pantai sembilan	Pantainya bagus?? …	Pantainya bagus	['pantainya', 'bagus']	['pantainya', 'bagus']	['pantainya', 'bagus']	['pantai', 'bagus']
369	370	Prindra Sesa	4 tahun lalu	Positif	pantai sembilan	Pantai nya menarik nyaman bersih untuk mandi ombak tenang, aman untuk anak kecil. Yang paling bikin dag dig dug adalah suasana saat menyebarng	Pantai nya menarik nyaman bersih untuk mandi ombak tenang aman untuk anak kecil Yang paling bikin dag dig dug adalah suasana saat menyebarng	['pantai', 'nya', 'menarik', 'nyaman', 'bersih', 'untuk', 'mandi', 'ombak', 'tenang', 'aman', 'untuk', 'anak', 'kecil', 'yang', 'paling', 'bikin', 'dag', 'dig', 'dug', 'adalah', 'suasana', 'saat', 'menyebarng']	['pantai', 'nya', 'menarik', 'nyaman', 'bersih', 'untuk', 'mandi', 'ombak', 'tenang', 'aman', 'untuk', 'anak', 'kecil', 'yang', 'paling', 'bikin', 'dag', 'dig', 'dug', 'adalah', 'suasana', 'saat', 'menyebarng']	['pantai', 'menarik', 'nyaman', 'bersih', 'mandi', 'ombak', 'tenang', 'aman', 'anak', 'dag', 'dig', 'dug', 'suasana', 'menyebarng']	['pantai', 'tarik', 'nyaman', 'bersih', 'mandi', 'ombak', 'tenang', 'aman', 'anak', 'dag', 'dig', 'dug', 'suasana', 'menyebarng']
370	371	Purwaning Tyas	3 tahun lalu	Positif	pantai sembilan	Pemandangan pantainya luar biasa, pasirnya bersih..  Cocok untuk destinasi berlibur.  Penginapan jg tersedia view menghadap ke laut..  ?????? …	Pemandangan pantainya luar biasa pasirnya bersih Cocok untuk destinasi berlibur Penginapan jg tersedia view menghadap ke laut	['pemandangan', 'pantainya', 'luar', 'biasa', 'pasirnya', 'bersih', 'cocok', 'untuk', 'destinasi', 'berlibur', 'penginapan', 'jg', 'tersedia', 'view', 'menghadap', 'ke', 'laut']	['pemandangan', 'pantainya', 'luar', 'biasa', 'pasirnya', 'bersih', 'cocok', 'untuk', 'destinasi', 'berlibur', 'penginapan', 'juga', 'tersedia', 'view', 'menghadap', 'ke', 'laut']	['pemandangan', 'pantainya', 'pasirnya', 'bersih', 'cocok', 'destinasi', 'berlibur', 'penginapan', 'tersedia', 'view', 'menghadap', 'laut']	['pandang', 'pantai', 'pasir', 'bersih', 'cocok', 'destinasi', 'libur', 'inap', 'sedia', 'view', 'hadap', 'laut']
371	372	M Fadhil	9 bulan lalu	Negatif	pantai sembilan	Kurang perawatan.	Kurang perawatan	['kurang', 'perawatan']	['kurang', 'perawatan']	['perawatan']	['awat']
372	373	Eka Apriliya	5 tahun lalu	Positif	pantai sembilan	Pertama kali aku kesini sangatlah takjub, perjalanan lumayan jauh dari untuk kesini, harus naik kapal dulu utk ke tempat itu, pas disitu tempatnya sangat bagis dan indah sekali, masih asri pantainya bersih, bagaikn di bali malah lebih bagus, tiketnya murah banget, jangan sampai lupa mampir	Pertama kali aku kesini sangatlah takjub perjalanan lumayan jauh dari untuk kesini harus naik kapal dulu utk ke tempat itu pas disitu tempatnya sangat bagis dan indah sekali masih asri pantainya bersih bagaikn di bali malah lebih bagus tiketnya murah banget jangan sampai lupa mampir	['pertama', 'kali', 'aku', 'kesini', 'sangatlah', 'takjub', 'perjalanan', 'lumayan', 'jauh', 'dari', 'untuk', 'kesini', 'harus', 'naik', 'kapal', 'dulu', 'utk', 'ke', 'tempat', 'itu', 'pas', 'disitu', 'tempatnya', 'sangat', 'bagis', 'dan', 'indah', 'sekali', 'masih', 'asri', 'pantainya', 'bersih', 'bagaikn', 'di', 'bali', 'malah', 'lebih', 'bagus', 'tiketnya', 'murah', 'banget', 'jangan', 'sampai', 'lupa', 'mampir']	['pertama', 'kali', 'aku', 'kesini', 'sangatlah', 'takjub', 'perjalanan', 'lumayan', 'jauh', 'dari', 'untuk', 'kesini', 'harus', 'naik', 'kapal', 'dulu', 'untuk', 'ke', 'tempat', 'itu', 'pas', 'disitu', 'tempatnya', 'sangat', 'bagis', 'dan', 'indah', 'sekali', 'masih', 'asri', 'pantainya', 'bersih', 'bagaikn', 'di', 'bali', 'malah', 'lebih', 'bagus', 'tiketnya', 'murah', 'banget', 'jangan', 'sampai', 'lupa', 'mampir']	['kali', 'kesini', 'takjub', 'perjalanan', 'lumayan', 'kesini', 'kapal', 'pas', 'disitu', 'tempatnya', 'bagis', 'indah', 'asri', 'pantainya', 'bersih', 'bagaikn', 'bali', 'bagus', 'tiketnya', 'murah', 'banget', 'lupa', 'mampir']	['kali', 'kesini', 'takjub', 'jalan', 'lumayan', 'kesini', 'kapal', 'pas', 'situ', 'tempat', 'bagis', 'indah', 'asri', 'pantai', 'bersih', 'bagaikn', 'bal', 'bagus', 'tiket', 'murah', 'banget', 'lupa', 'mampir']
373	374	Affan Az	5 tahun lalu	Positif	pantai sembilan	setelah pengajian go pantao 9	setelah pengajian go pantao	['setelah', 'pengajian', 'go', 'pantao']	['setelah', 'pengajian', 'go', 'pantao']	['pengajian', 'go', 'pantao']	['aji', 'go', 'pantao']
374	375	Vq Ahmad	5 tahun lalu	Positif	pantai sembilan	Pantainya bersih, fasilitas lengkap..	Pantainya bersih fasilitas lengkap	['pantainya', 'bersih', 'fasilitas', 'lengkap']	['pantainya', 'bersih', 'fasilitas', 'lengkap']	['pantainya', 'bersih', 'fasilitas', 'lengkap']	['pantai', 'bersih', 'fasilitas', 'lengkap']
375	376	JAKFAR SHODIQ (Jack'S)	3 tahun lalu	Positif	pantai sembilan	Pantai bersih putih pasirnya dan debur ombak yg damai	Pantai bersih putih pasirnya dan debur ombak yg damai	['pantai', 'bersih', 'putih', 'pasirnya', 'dan', 'debur', 'ombak', 'yg', 'damai']	['pantai', 'bersih', 'putih', 'pasirnya', 'dan', 'debur', 'ombak', 'yang', 'damai']	['pantai', 'bersih', 'putih', 'pasirnya', 'debur', 'ombak', 'damai']	['pantai', 'bersih', 'putih', 'pasir', 'debur', 'ombak', 'damai']
376	377	ari sumitro	5 tahun lalu	Positif	pantai sembilan	Salah satu nuansa alam pantai yang indah dari pulau Gili Genting Kabupaten Sumenep. Masyarakat ramah, sebagian penduduk merantau. Jarak tempuh dari pelabuhan Talephung (Sumenep Kota) menuju pulau Gili Genting  lebih kurang 30 menit …	Salah satu nuansa alam pantai yang indah dari pulau Gili Genting Kabupaten Sumenep Masyarakat ramah sebagian penduduk merantau Jarak tempuh dari pelabuhan Talephung Sumenep Kota menuju pulau Gili Genting lebih kurang  menit	['salah', 'satu', 'nuansa', 'alam', 'pantai', 'yang', 'indah', 'dari', 'pulau', 'gili', 'genting', 'kabupaten', 'sumenep', 'masyarakat', 'ramah', 'sebagian', 'penduduk', 'merantau', 'jarak', 'tempuh', 'dari', 'pelabuhan', 'talephung', 'sumenep', 'kota', 'menuju', 'pulau', 'gili', 'genting', 'lebih', 'kurang', 'menit']	['salah', 'satu', 'nuansa', 'alam', 'pantai', 'yang', 'indah', 'dari', 'pulau', 'gili', 'genting', 'kabupaten', 'sumenep', 'masyarakat', 'ramah', 'sebagian', 'penduduk', 'merantau', 'jarak', 'tempuh', 'dari', 'pelabuhan', 'talephung', 'sumenep', 'kota', 'menuju', 'pulau', 'gili', 'genting', 'lebih', 'kurang', 'menit']	['salah', 'nuansa', 'alam', 'pantai', 'indah', 'pulau', 'gili', 'genting', 'kabupaten', 'sumenep', 'masyarakat', 'ramah', 'penduduk', 'merantau', 'jarak', 'tempuh', 'pelabuhan', 'talephung', 'sumenep', 'kota', 'pulau', 'gili', 'genting', 'menit']	['salah', 'nuansa', 'alam', 'pantai', 'indah', 'pulau', 'gili', 'genting', 'kabupaten', 'sumenep', 'masyarakat', 'ramah', 'duduk', 'rantau', 'jarak', 'tempuh', 'labuh', 'talephung', 'sumenep', 'kota', 'pulau', 'gili', 'genting', 'menit']
377	378	Syarif Hidayatullah	5 tahun lalu	Positif	pantai sembilan	Sesuai dengan namanya, Pantai Sembilan, aku kasih nilai 9, pemandangannya bagus masih asri, fasilitas wisatanya pun sudah memadai. Tingkatkan lagi, kalau bisa tambah fasilitas Snorkling..	Sesuai dengan namanya Pantai Sembilan aku kasih nilai  pemandangannya bagus masih asri fasilitas wisatanya pun sudah memadai Tingkatkan lagi kalau bisa tambah fasilitas Snorkling	['sesuai', 'dengan', 'namanya', 'pantai', 'sembilan', 'aku', 'kasih', 'nilai', 'pemandangannya', 'bagus', 'masih', 'asri', 'fasilitas', 'wisatanya', 'pun', 'sudah', 'memadai', 'tingkatkan', 'lagi', 'kalau', 'bisa', 'tambah', 'fasilitas', 'snorkling']	['sesuai', 'dengan', 'namanya', 'pantai', 'sembilan', 'aku', 'kasih', 'nilai', 'pemandangannya', 'bagus', 'masih', 'asri', 'fasilitas', 'wisatanya', 'pun', 'sudah', 'memadai', 'tingkatkan', 'lagi', 'kalau', 'bisa', 'tambah', 'fasilitas', 'snorkling']	['sesuai', 'namanya', 'pantai', 'sembilan', 'kasih', 'nilai', 'pemandangannya', 'bagus', 'asri', 'fasilitas', 'wisatanya', 'memadai', 'tingkatkan', 'fasilitas', 'snorkling']	['sesuai', 'nama', 'pantai', 'sembilan', 'kasih', 'nilai', 'pandang', 'bagus', 'asri', 'fasilitas', 'wisata', 'pada', 'tingkat', 'fasilitas', 'snorkling']
378	379	Duky Ami	4 tahun lalu	Positif	pantai sembilan	Sangat menyenangkan dan memuaskan	Sangat menyenangkan dan memuaskan	['sangat', 'menyenangkan', 'dan', 'memuaskan']	['sangat', 'menyenangkan', 'dan', 'memuaskan']	['menyenangkan', 'memuaskan']	['senang', 'muas']
379	380	Wiqoyatur Rohmah	5 tahun lalu	Positif	pantai sembilan	"Sangat memikat hati
Eksotis sekali, cocok untuk menghilangkan penat"	Sangat memikat hatiEksotis sekali cocok untuk menghilangkan penat	['sangat', 'memikat', 'hatieksotis', 'sekali', 'cocok', 'untuk', 'menghilangkan', 'penat']	['sangat', 'memikat', 'hatieksotis', 'sekali', 'cocok', 'untuk', 'menghilangkan', 'penat']	['memikat', 'hatieksotis', 'cocok', 'menghilangkan', 'penat']	['mikat', 'hatieksotis', 'cocok', 'hilang', 'penat']
380	381	Repi	setahun lalu	Positif	pantai sembilan	Menyenangkan sekali,selain tempatnya asik, jajanan disana juga sama murah murah sama dengan kios kios biasa	Menyenangkan sekaliselain tempatnya asik jajanan disana juga sama murah murah sama dengan kios kios biasa	['menyenangkan', 'sekaliselain', 'tempatnya', 'asik', 'jajanan', 'disana', 'juga', 'sama', 'murah', 'murah', 'sama', 'dengan', 'kios', 'kios', 'biasa']	['menyenangkan', 'sekaliselain', 'tempatnya', 'asik', 'jajanan', 'disana', 'juga', 'sama', 'murah', 'murah', 'sama', 'dengan', 'kios', 'kios', 'biasa']	['menyenangkan', 'sekaliselain', 'tempatnya', 'asik', 'jajanan', 'disana', 'murah', 'murah', 'kios', 'kios']	['senang', 'sekaliselain', 'tempat', 'asik', 'jajan', 'sana', 'murah', 'murah', 'kios', 'kios']
381	382	F Rakhma	4 tahun lalu	Positif	pantai sembilan	Bagus banget.. Selama saya blm menikah dan hidup di jawa, hanya karimun jawa yg pasirnya putih dan airnya biru bening.. Tp saya pun blm pernah menginjakkan kaki disana.. …	Bagus banget Selama saya blm menikah dan hidup di jawa hanya karimun jawa yg pasirnya putih dan airnya biru bening Tp saya pun blm pernah menginjakkan kaki disana	['bagus', 'banget', 'selama', 'saya', 'blm', 'menikah', 'dan', 'hidup', 'di', 'jawa', 'hanya', 'karimun', 'jawa', 'yg', 'pasirnya', 'putih', 'dan', 'airnya', 'biru', 'bening', 'tp', 'saya', 'pun', 'blm', 'pernah', 'menginjakkan', 'kaki', 'disana']	['bagus', 'banget', 'selama', 'saya', 'belum', 'menikah', 'dan', 'hidup', 'di', 'jawa', 'hanya', 'karimun', 'jawa', 'yang', 'pasirnya', 'putih', 'dan', 'airnya', 'biru', 'bening', 'tapi', 'saya', 'pun', 'belum', 'pernah', 'menginjakkan', 'kaki', 'disana']	['bagus', 'banget', 'menikah', 'hidup', 'jawa', 'karimun', 'jawa', 'pasirnya', 'putih', 'airnya', 'biru', 'bening', 'menginjakkan', 'kaki', 'disana']	['bagus', 'banget', 'meni', 'hidup', 'jawa', 'karimun', 'jawa', 'pasir', 'putih', 'air', 'biru', 'bening', 'injak', 'kaki', 'sana']
382	383	NUR DEWIYANTI	5 tahun lalu	Positif	pantai sembilan	Pantainya bagus, lautnya jernih jadi keliatan banget degradasi warna birunya. Cuman tak dipungkiri atmosfernya puanaaas banget, hehe. Jadi bawa topi ya, dan terus pakai sunblocknya ?? …	Pantainya bagus lautnya jernih jadi keliatan banget degradasi warna birunya Cuman tak dipungkiri atmosfernya puanaaas banget hehe Jadi bawa topi ya dan terus pakai sunblocknya	['pantainya', 'bagus', 'lautnya', 'jernih', 'jadi', 'keliatan', 'banget', 'degradasi', 'warna', 'birunya', 'cuman', 'tak', 'dipungkiri', 'atmosfernya', 'puanaaas', 'banget', 'hehe', 'jadi', 'bawa', 'topi', 'ya', 'dan', 'terus', 'pakai', 'sunblocknya']	['pantainya', 'bagus', 'lautnya', 'jernih', 'jadi', 'kelihatan', 'banget', 'degradasi', 'warna', 'birunya', 'cuman', 'tak', 'dipungkiri', 'atmosfernya', 'puanaaas', 'banget', 'hehe', 'jadi', 'bawa', 'topi', 'ya', 'dan', 'terus', 'pakai', 'sunblocknya']	['pantainya', 'bagus', 'lautnya', 'jernih', 'banget', 'degradasi', 'warna', 'birunya', 'cuman', 'dipungkiri', 'atmosfernya', 'puanaaas', 'banget', 'bawa', 'topi', 'pakai', 'sunblocknya']	['pantai', 'bagus', 'laut', 'jernih', 'banget', 'degradasi', 'warna', 'biru', 'cuman', 'dipungkiri', 'atmosfer', 'puanaaas', 'banget', 'bawa', 'topi', 'pakai', 'sunblocknya']
383	384	iYoenz Taro	5 tahun lalu	Positif	pantai sembilan	Pantainya indah dan mempesona,paling xaman buat liburan sama keluarga, lengkap ada penginapan kusus wisatawan. Juga fasilitasnya lengkap	Pantainya indah dan mempesonapaling xaman buat liburan sama keluarga lengkap ada penginapan kusus wisatawan Juga fasilitasnya lengkap	['pantainya', 'indah', 'dan', 'mempesonapaling', 'xaman', 'buat', 'liburan', 'sama', 'keluarga', 'lengkap', 'ada', 'penginapan', 'kusus', 'wisatawan', 'juga', 'fasilitasnya', 'lengkap']	['pantainya', 'indah', 'dan', 'mempesonapaling', 'xaman', 'buat', 'liburan', 'sama', 'keluarga', 'lengkap', 'ada', 'penginapan', 'kusus', 'wisatawan', 'juga', 'fasilitasnya', 'lengkap']	['pantainya', 'indah', 'mempesonapaling', 'xaman', 'liburan', 'keluarga', 'lengkap', 'penginapan', 'kusus', 'wisatawan', 'fasilitasnya', 'lengkap']	['pantai', 'indah', 'mempesonapaling', 'xaman', 'libur', 'keluarga', 'lengkap', 'inap', 'sus', 'wisatawan', 'fasilitas', 'lengkap']
384	385	Alifah Herawati	4 tahun lalu	Positif	pantai sembilan	Pantai pasir putih,,, masih bersih ,,, harga makanan wajar: nasi grg 10rb, mie grg 10 rb,,, musolla bersih,,, toilet ada bbrp & terawat	Pantai pasir putih masih bersih harga makanan wajar nasi grg rb mie grg  rb musolla bersih toilet ada bbrp terawat	['pantai', 'pasir', 'putih', 'masih', 'bersih', 'harga', 'makanan', 'wajar', 'nasi', 'grg', 'rb', 'mie', 'grg', 'rb', 'musolla', 'bersih', 'toilet', 'ada', 'bbrp', 'terawat']	['pantai', 'pasir', 'putih', 'masih', 'bersih', 'harga', 'makanan', 'wajar', 'nasi', 'grg', 'ribu', 'mie', 'grg', 'ribu', 'musolla', 'bersih', 'toilet', 'ada', 'beberapa', 'terawat']	['pantai', 'pasir', 'putih', 'bersih', 'harga', 'makanan', 'wajar', 'nasi', 'grg', 'ribu', 'mie', 'grg', 'ribu', 'musolla', 'bersih', 'toilet', 'terawat']	['pantai', 'pasir', 'putih', 'bersih', 'harga', 'makan', 'wajar', 'nasi', 'grg', 'ribu', 'mie', 'grg', 'ribu', 'musolla', 'bersih', 'toilet', 'awat']
385	386	Sri Lestari	3 tahun lalu	Positif	pantai sembilan	Pantainya sih bagus, cuma pengelolanya kurang ramah sama masih ada beberapa sampah yg berserakan dipantainya.	Pantainya sih bagus cuma pengelolanya kurang ramah sama masih ada beberapa sampah yg berserakan dipantainya	['pantainya', 'sih', 'bagus', 'cuma', 'pengelolanya', 'kurang', 'ramah', 'sama', 'masih', 'ada', 'beberapa', 'sampah', 'yg', 'berserakan', 'dipantainya']	['pantainya', 'sih', 'bagus', 'cuma', 'pengelolanya', 'kurang', 'ramah', 'sama', 'masih', 'ada', 'beberapa', 'sampah', 'yang', 'berserakan', 'dipantainya']	['pantainya', 'bagus', 'pengelolanya', 'ramah', 'sampah', 'berserakan', 'dipantainya']	['pantai', 'bagus', 'kelola', 'ramah', 'sampah', 'sera', 'pantai']
386	387	Aris Arbasel	4 tahun lalu	Positif	pantai sembilan	"pantai yang terletak di pulau gili genting..
ases ke pantai sembilan dengan naik perahu dari pelabuhan tanjung tembaga.
biaya perahu 10.000 sekali berangkat."	pantai yang terletak di pulau gili gentingases ke pantai sembilan dengan naik perahu dari pelabuhan tanjung tembagabiaya perahu  sekali berangkat	['pantai', 'yang', 'terletak', 'di', 'pulau', 'gili', 'gentingases', 'ke', 'pantai', 'sembilan', 'dengan', 'naik', 'perahu', 'dari', 'pelabuhan', 'tanjung', 'tembagabiaya', 'perahu', 'sekali', 'berangkat']	['pantai', 'yang', 'terletak', 'di', 'pulau', 'gili', 'gentingases', 'ke', 'pantai', 'sembilan', 'dengan', 'naik', 'perahu', 'dari', 'pelabuhan', 'tanjung', 'tembagabiaya', 'perahu', 'sekali', 'berangkat']	['pantai', 'terletak', 'pulau', 'gili', 'gentingases', 'pantai', 'sembilan', 'perahu', 'pelabuhan', 'tanjung', 'tembagabiaya', 'perahu', 'berangkat']	['pantai', 'letak', 'pulau', 'gili', 'gentingases', 'pantai', 'sembilan', 'perahu', 'labuh', 'tanjung', 'tembagabiaya', 'perahu', 'berangkat']
387	388	Samjie GT	5 tahun lalu	Positif	pantai sembilan	"Karna tempat ini sangat tenang, tentram, damai, bersih, panorama pantai nya yg asri dan indah, airnya yg biru, wahananya jg pokoknya seru banget deh..
susah di ungkapin dengan kata-kata_ …"	Karna tempat ini sangat tenang tentram damai bersih panorama pantai nya yg asri dan indah airnya yg biru wahananya jg pokoknya seru banget dehsusah di ungkapin dengan katakata	['karna', 'tempat', 'ini', 'sangat', 'tenang', 'tentram', 'damai', 'bersih', 'panorama', 'pantai', 'nya', 'yg', 'asri', 'dan', 'indah', 'airnya', 'yg', 'biru', 'wahananya', 'jg', 'pokoknya', 'seru', 'banget', 'dehsusah', 'di', 'ungkapin', 'dengan', 'katakata']	['karena', 'tempat', 'ini', 'sangat', 'tenang', 'tentram', 'damai', 'bersih', 'panorama', 'pantai', 'nya', 'yang', 'asri', 'dan', 'indah', 'airnya', 'yang', 'biru', 'wahananya', 'juga', 'pokoknya', 'seru', 'banget', 'dehsusah', 'di', 'ungkapkan', 'dengan', 'katakata']	['tenang', 'tentram', 'damai', 'bersih', 'panorama', 'pantai', 'asri', 'indah', 'airnya', 'biru', 'wahananya', 'pokoknya', 'seru', 'banget', 'dehsusah', 'ungkapkan', 'katakata']	['tenang', 'tentram', 'damai', 'bersih', 'panorama', 'pantai', 'asri', 'indah', 'air', 'biru', 'wahana', 'pokok', 'seru', 'banget', 'dehsusah', 'ungkap', 'katakata']
388	389	Abi Manyu	5 tahun lalu	Positif	pantai sembilan	Pantainya bagus dan bersih sayang masih banyak beberapa tmpat yg seharusnya perlu di poles lagi sehingga wisatawan yg datang bs bertambah terus	Pantainya bagus dan bersih sayang masih banyak beberapa tmpat yg seharusnya perlu di poles lagi sehingga wisatawan yg datang bs bertambah terus	['pantainya', 'bagus', 'dan', 'bersih', 'sayang', 'masih', 'banyak', 'beberapa', 'tmpat', 'yg', 'seharusnya', 'perlu', 'di', 'poles', 'lagi', 'sehingga', 'wisatawan', 'yg', 'datang', 'bs', 'bertambah', 'terus']	['pantainya', 'bagus', 'dan', 'bersih', 'sayang', 'masih', 'banyak', 'beberapa', 'tmpat', 'yang', 'seharusnya', 'perlu', 'di', 'poles', 'lagi', 'sehingga', 'wisatawan', 'yang', 'datang', 'bisa', 'bertambah', 'terus']	['pantainya', 'bagus', 'bersih', 'sayang', 'tmpat', 'poles', 'wisatawan', 'bertambah']	['pantai', 'bagus', 'bersih', 'sayang', 'tmpat', 'poles', 'wisatawan', 'tambah']
389	390	Ach Mawardi	4 tahun lalu	Positif	pantai sembilan	Wisata yang terletak di pulau gili genting	Wisata yang terletak di pulau gili genting	['wisata', 'yang', 'terletak', 'di', 'pulau', 'gili', 'genting']	['wisata', 'yang', 'terletak', 'di', 'pulau', 'gili', 'genting']	['wisata', 'terletak', 'pulau', 'gili', 'genting']	['wisata', 'letak', 'pulau', 'gili', 'genting']
390	391	Samsu Bakoel	5 tahun lalu	Positif	pantai sembilan	Mau kasih 5 bintang.... perjalanan kesananya ituloh... yang bikin sedih... ??.... kesana pas ombak tinggi sih...n agustus-januari... emang bukan bulan yang bagus.... …	Mau kasih  bintang perjalanan kesananya ituloh yang bikin sedih kesana pas ombak tinggi sihn agustusjanuari emang bukan bulan yang bagus	['mau', 'kasih', 'bintang', 'perjalanan', 'kesananya', 'ituloh', 'yang', 'bikin', 'sedih', 'kesana', 'pas', 'ombak', 'tinggi', 'sihn', 'agustusjanuari', 'emang', 'bukan', 'bulan', 'yang', 'bagus']	['mau', 'kasih', 'bintang', 'perjalanan', 'kesananya', 'ituloh', 'yang', 'bikin', 'sedih', 'kesana', 'pas', 'ombak', 'tinggi', 'sihn', 'agustusjanuari', 'memang', 'bukan', 'bulan', 'yang', 'bagus']	['kasih', 'bintang', 'perjalanan', 'kesananya', 'ituloh', 'sedih', 'kesana', 'pas', 'ombak', 'sihn', 'agustusjanuari', 'bagus']	['kasih', 'bintang', 'jalan', 'kesana', 'ituloh', 'sedih', 'kesana', 'pas', 'ombak', 'sihn', 'agustusjanuari', 'bagus']
391	392	Vam Logistic Indonesia	5 tahun lalu	Positif	pantai sembilan	Pantainya bersiiih banget. Fasilitas memadai untuk wisatawan. Dilengkapi dengan penginapan dan beberapa spot foto buat yang suka selfie.	Pantainya bersiiih banget Fasilitas memadai untuk wisatawan Dilengkapi dengan penginapan dan beberapa spot foto buat yang suka selfie	['pantainya', 'bersiiih', 'banget', 'fasilitas', 'memadai', 'untuk', 'wisatawan', 'dilengkapi', 'dengan', 'penginapan', 'dan', 'beberapa', 'spot', 'foto', 'buat', 'yang', 'suka', 'selfie']	['pantainya', 'bersiiih', 'banget', 'fasilitas', 'memadai', 'untuk', 'wisatawan', 'dilengkapi', 'dengan', 'penginapan', 'dan', 'beberapa', 'spot', 'foto', 'buat', 'yang', 'suka', 'selfie']	['pantainya', 'bersiiih', 'banget', 'fasilitas', 'memadai', 'wisatawan', 'dilengkapi', 'penginapan', 'spot', 'foto', 'suka', 'selfie']	['pantai', 'bersiiih', 'banget', 'fasilitas', 'pada', 'wisatawan', 'lengkap', 'inap', 'spot', 'foto', 'suka', 'selfie']
