	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
497	Incam Sudarmadi	2 tahun lalu	Positif	Bukit Jaddhih	Mestinya ada wisata pakai jeep dari suramadu ke bukit jaddih.. kebayang asyiknya sih lewat sawah2, jalan makadam dan bisa muter2 di bukit ???? …	Mestinya ada wisata pakai jeep dari suramadu ke bukit jaddih kebayang asyiknya sih lewat sawah jalan makadam dan bisa muter di bukit	['mestinya', 'ada', 'wisata', 'pakai', 'jeep', 'dari', 'suramadu', 'ke', 'bukit', 'jaddih', 'kebayang', 'asyiknya', 'sih', 'lewat', 'sawah', 'jalan', 'makadam', 'dan', 'bisa', 'muter', 'di', 'bukit']	['mestinya', 'ada', 'wisata', 'pakai', 'jeep', 'dari', 'suramadu', 'ke', 'bukit', 'jaddih', 'terbayang', 'asyiknya', 'sih', 'lewat', 'sawah', 'jalan', 'makadam', 'dan', 'bisa', 'muter', 'di', 'bukit']	['mestinya', 'wisata', 'pakai', 'jeep', 'suramadu', 'bukit', 'jaddih', 'terbayang', 'asyiknya', 'sawah', 'jalan', 'makadam', 'muter', 'bukit']	['mesti', 'wisata', 'pakai', 'jeep', 'suramadu', 'bukit', 'jaddih', 'bayang', 'asyik', 'sawah', 'jalan', 'makadam', 'muter', 'bukit']
498	AR1 CHANEL	4 tahun lalu	Positif	Bukit Jaddhih	Tempat nya bagus,  sangat di sayangkan Pungli Pungli juga,  jalan masuk lokasi juga sangat bagus  dan Sangat di harapkan dinas parawisata yamg berkaitan Tolong di benahi.	Tempat nya bagus sangat di sayangkan Pungli Pungli juga jalan masuk lokasi juga sangat bagus dan Sangat di harapkan dinas parawisata yamg berkaitan Tolong di benahi	['tempat', 'nya', 'bagus', 'sangat', 'di', 'sayangkan', 'pungli', 'pungli', 'juga', 'jalan', 'masuk', 'lokasi', 'juga', 'sangat', 'bagus', 'dan', 'sangat', 'di', 'harapkan', 'dinas', 'parawisata', 'yamg', 'berkaitan', 'tolong', 'di', 'benahi']	['tempat', 'nya', 'bagus', 'sangat', 'di', 'sayangkan', 'pungli', 'pungli', 'juga', 'jalan', 'masuk', 'lokasi', 'juga', 'sangat', 'bagus', 'dan', 'sangat', 'di', 'harapkan', 'dinas', 'parawisata', 'yamg', 'berkaitan', 'tolong', 'di', 'benahi']	['bagus', 'sayangkan', 'pungli', 'pungli', 'jalan', 'masuk', 'lokasi', 'bagus', 'harapkan', 'dinas', 'parawisata', 'yamg', 'berkaitan', 'tolong', 'benahi']	['bagus', 'sayang', 'pungli', 'pungli', 'jalan', 'masuk', 'lokasi', 'bagus', 'harap', 'dinas', 'parawisata', 'yamg', 'kait', 'tolong', 'benah']
499	budi mega prasetyo	4 tahun lalu	Positif	Bukit Jaddhih	Penambangan kapur yang dijadikan obyek wisata. Lebih besar dari tebing breksi, sangat potensial. Masih sedang dikembangkan	Penambangan kapur yang dijadikan obyek wisata Lebih besar dari tebing breksi sangat potensial Masih sedang dikembangkan	['penambangan', 'kapur', 'yang', 'dijadikan', 'obyek', 'wisata', 'lebih', 'besar', 'dari', 'tebing', 'breksi', 'sangat', 'potensial', 'masih', 'sedang', 'dikembangkan']	['penambangan', 'kapur', 'yang', 'dijadikan', 'obyek', 'wisata', 'lebih', 'besar', 'dari', 'tebing', 'breksi', 'sangat', 'potensial', 'masih', 'sedang', 'dikembangkan']	['penambangan', 'kapur', 'dijadikan', 'obyek', 'wisata', 'tebing', 'breksi', 'potensial', 'dikembangkan']	['tambang', 'kapur', 'jadi', 'obyek', 'wisata', 'tebing', 'breksi', 'potensial', 'kembang']
500	JUANDFI CHANNEL	4 tahun lalu	Positif	Bukit Jaddhih	Sangat bagus dan keren buat foto..	Sangat bagus dan keren buat foto	['sangat', 'bagus', 'dan', 'keren', 'buat', 'foto']	['sangat', 'bagus', 'dan', 'keren', 'buat', 'foto']	['bagus', 'keren', 'foto']	['bagus', 'keren', 'foto']
501	Paramita Setiarani	4 tahun lalu	Positif	Bukit Jaddhih	Tempatnya bagus, sayang panas nya menyengat.	Tempatnya bagus sayang panas nya menyengat	['tempatnya', 'bagus', 'sayang', 'panas', 'nya', 'menyengat']	['tempatnya', 'bagus', 'sayang', 'panas', 'nya', 'menyengat']	['tempatnya', 'bagus', 'sayang', 'panas', 'menyengat']	['tempat', 'bagus', 'sayang', 'panas', 'sengat']
502	Hari Hartono	4 tahun lalu	Positif	Bukit Jaddhih	Bagus sekali. Sangat potential untuk dikembangkan. Akses jalan dan pengelolaan obyek wisata perlu ditingkatkan	Bagus sekali Sangat potential untuk dikembangkan Akses jalan dan pengelolaan obyek wisata perlu ditingkatkan	['bagus', 'sekali', 'sangat', 'potential', 'untuk', 'dikembangkan', 'akses', 'jalan', 'dan', 'pengelolaan', 'obyek', 'wisata', 'perlu', 'ditingkatkan']	['bagus', 'sekali', 'sangat', 'potential', 'untuk', 'dikembangkan', 'akses', 'jalan', 'dan', 'pengelolaan', 'obyek', 'wisata', 'perlu', 'ditingkatkan']	['bagus', 'potential', 'dikembangkan', 'akses', 'jalan', 'pengelolaan', 'obyek', 'wisata', 'ditingkatkan']	['bagus', 'potential', 'kembang', 'akses', 'jalan', 'kelola', 'obyek', 'wisata', 'tingkat']
503	anthony enrico	5 tahun lalu	Positif	Bukit Jaddhih	Pemandanganya bagus, klo kesini mendingan di sore hari. Supaya tidak kena terik matahari yg panas	Pemandanganya bagus klo kesini mendingan di sore hari Supaya tidak kena terik matahari yg panas	['pemandanganya', 'bagus', 'klo', 'kesini', 'mendingan', 'di', 'sore', 'hari', 'supaya', 'tidak', 'kena', 'terik', 'matahari', 'yg', 'panas']	['pemandanganya', 'bagus', 'kalo', 'kesini', 'mendingan', 'di', 'sore', 'hari', 'supaya', 'tidak', 'kena', 'terik', 'matahari', 'yang', 'panas']	['pemandanganya', 'bagus', 'kesini', 'mendingan', 'sore', 'kena', 'terik', 'matahari', 'panas']	['pemandanganya', 'bagus', 'kesini', 'mending', 'sore', 'kena', 'terik', 'matahari', 'panas']
504	vina mila	setahun lalu	Positif	Bukit Jaddhih	Nice place n klo pinter cari spot foto pasti kece .. ???? …	Nice place n klo pinter cari spot foto pasti kece	['nice', 'place', 'n', 'klo', 'pinter', 'cari', 'spot', 'foto', 'pasti', 'kece']	['nice', 'place', 'n', 'kalo', 'pintar', 'cari', 'spot', 'foto', 'pasti', 'kece']	['nice', 'place', 'pintar', 'cari', 'spot', 'foto', 'kece']	['nice', 'place', 'pintar', 'cari', 'spot', 'foto', 'kece']
505	arum “Sari” puspa sari	5 tahun lalu	Positif	Bukit Jaddhih	Bagus tapi menyeramkan ??. Kalo berangkat sama2 cewe. Jalanan curam. Mending naik mobil pas kesini soalnya debunya bertebaran. Trus danaunya kalo pas musim panas ijo enggak biru lagi. …	Bagus tapi menyeramkan Kalo berangkat sama cewe Jalanan curam Mending naik mobil pas kesini soalnya debunya bertebaran Trus danaunya kalo pas musim panas ijo enggak biru lagi	['bagus', 'tapi', 'menyeramkan', 'kalo', 'berangkat', 'sama', 'cewe', 'jalanan', 'curam', 'mending', 'naik', 'mobil', 'pas', 'kesini', 'soalnya', 'debunya', 'bertebaran', 'trus', 'danaunya', 'kalo', 'pas', 'musim', 'panas', 'ijo', 'enggak', 'biru', 'lagi']	['bagus', 'tapi', 'menyeramkan', 'kalo', 'berangkat', 'sama', 'cewek', 'jalanan', 'curam', 'mending', 'naik', 'mobil', 'pas', 'kesini', 'soalnya', 'debunya', 'bertebaran', 'terus', 'danaunya', 'kalo', 'pas', 'musim', 'panas', 'ijo', 'enggak', 'biru', 'lagi']	['bagus', 'menyeramkan', 'berangkat', 'cewek', 'jalanan', 'curam', 'mending', 'mobil', 'pas', 'kesini', 'debunya', 'bertebaran', 'danaunya', 'pas', 'musim', 'panas', 'ijo', 'biru']	['bagus', 'seram', 'berangkat', 'cewek', 'jalan', 'curam', 'mending', 'mobil', 'pas', 'kesini', 'debu', 'tebar', 'danau', 'pas', 'musim', 'panas', 'ijo', 'biru']
506	Kimi Hikari	3 tahun lalu	Positif	Bukit Jaddhih	Disini pemandangan dari atas sangatlah indah, dengan dikelilingi pegunungan kapur. Menjadi tempat yang sangat menarik	Disini pemandangan dari atas sangatlah indah dengan dikelilingi pegunungan kapur Menjadi tempat yang sangat menarik	['disini', 'pemandangan', 'dari', 'atas', 'sangatlah', 'indah', 'dengan', 'dikelilingi', 'pegunungan', 'kapur', 'menjadi', 'tempat', 'yang', 'sangat', 'menarik']	['disini', 'pemandangan', 'dari', 'atas', 'sangatlah', 'indah', 'dengan', 'dikelilingi', 'pegunungan', 'kapur', 'menjadi', 'tempat', 'yang', 'sangat', 'menarik']	['pemandangan', 'indah', 'dikelilingi', 'pegunungan', 'kapur', 'menarik']	['pandang', 'indah', 'keliling', 'gunung', 'kapur', 'tarik']
507	Septian Anom Atmojo (Anom)	4 tahun lalu	Negatif	Bukit Jaddhih	Nggak tau sih, menurutku sistem administrasi nya kurang tertata, but lumayan	Nggak tau sih menurutku sistem administrasi nya kurang tertata but lumayan	['nggak', 'tau', 'sih', 'menurutku', 'sistem', 'administrasi', 'nya', 'kurang', 'tertata', 'but', 'lumayan']	['enggak', 'tau', 'sih', 'menurutku', 'sistem', 'administrasi', 'nya', 'kurang', 'tertata', 'but', 'lumayan']	['menurutku', 'sistem', 'administrasi', 'tertata', 'but', 'lumayan']	['turut', 'sistem', 'administrasi', 'tata', 'but', 'lumayan']
508	Mas Purwo (Mas Purwo)	4 tahun lalu	Positif	Bukit Jaddhih	Buat spot photo aja sih klo LG kemarau	Buat spot photo aja sih klo LG kemarau	['buat', 'spot', 'photo', 'aja', 'sih', 'klo', 'lg', 'kemarau']	['buat', 'spot', 'photo', 'saja', 'sih', 'kalo', 'lagi', 'kemarau']	['spot', 'photo', 'kemarau']	['spot', 'photo', 'kemarau']
509	HONDA ASTREA SERIES Surabaya - Sidoarjo	2 tahun lalu	Negatif	Bukit Jaddhih	"Akibat keserakahan manusia bukit jaddih lama"" akan hilang"	Akibat keserakahan manusia bukit jaddih lama akan hilang	['akibat', 'keserakahan', 'manusia', 'bukit', 'jaddih', 'lama', 'akan', 'hilang']	['akibat', 'keserakahan', 'manusia', 'bukit', 'jaddih', 'lama', 'akan', 'hilang']	['akibat', 'keserakahan', 'manusia', 'bukit', 'jaddih', 'hilang']	['akibat', 'serakah', 'manusia', 'bukit', 'jaddih', 'hilang']
510	Demes Mustika	4 tahun lalu	Negatif	Bukit Jaddhih	Panas. Dan mahal tiket nya. Masa disuruh bayar 2 kali. 2 org 40rb . Tempat nya mengecewakan. Parahh	Panas Dan mahal tiket nya Masa disuruh bayar  kali  org rb Tempat nya mengecewakan Parahh	['panas', 'dan', 'mahal', 'tiket', 'nya', 'masa', 'disuruh', 'bayar', 'kali', 'org', 'rb', 'tempat', 'nya', 'mengecewakan', 'parahh']	['panas', 'dan', 'mahal', 'tiket', 'nya', 'masa', 'disuruh', 'bayar', 'kali', 'orang', 'ribu', 'tempat', 'nya', 'mengecewakan', 'parah']	['panas', 'mahal', 'tiket', 'disuruh', 'bayar', 'kali', 'orang', 'ribu', 'mengecewakan', 'parah']	['panas', 'mahal', 'tiket', 'suruh', 'bayar', 'kali', 'orang', 'ribu', 'kecewa', 'parah']
511	Maulida al fita	4 tahun lalu	Positif	Bukit Jaddhih	Tempat nya bagus untuk tiket masuk 30. Kalau mau naik keatas harus nambah biaya padahal tmpt sama saja	Tempat nya bagus untuk tiket masuk  Kalau mau naik keatas harus nambah biaya padahal tmpt sama saja	['tempat', 'nya', 'bagus', 'untuk', 'tiket', 'masuk', 'kalau', 'mau', 'naik', 'keatas', 'harus', 'nambah', 'biaya', 'padahal', 'tmpt', 'sama', 'saja']	['tempat', 'nya', 'bagus', 'untuk', 'tiket', 'masuk', 'kalau', 'mau', 'naik', 'keatas', 'harus', 'menambah', 'biaya', 'padahal', 'tempat', 'sama', 'saja']	['bagus', 'tiket', 'masuk', 'keatas', 'menambah', 'biaya']	['bagus', 'tiket', 'masuk', 'atas', 'tambah', 'biaya']
512	Dwi Rahmawan	5 tahun lalu	Positif	Bukit Jaddhih	Ada perahu buat foto ada juga kolam renang	Ada perahu buat foto ada juga kolam renang	['ada', 'perahu', 'buat', 'foto', 'ada', 'juga', 'kolam', 'renang']	['ada', 'perahu', 'buat', 'foto', 'ada', 'juga', 'kolam', 'renang']	['perahu', 'foto', 'kolam', 'renang']	['perahu', 'foto', 'kolam', 'renang']
513	bedjo setijawan	3 tahun lalu	Positif	Bukit Jaddhih	Tempat wisatanya bagus eksotis,,,bagus utk wawasan perbukitan keras	Tempat wisatanya bagus eksotisbagus utk wawasan perbukitan keras	['tempat', 'wisatanya', 'bagus', 'eksotisbagus', 'utk', 'wawasan', 'perbukitan', 'keras']	['tempat', 'wisatanya', 'bagus', 'eksotisbagus', 'untuk', 'wawasan', 'perbukitan', 'keras']	['wisatanya', 'bagus', 'eksotisbagus', 'wawasan', 'perbukitan', 'keras']	['wisata', 'bagus', 'eksotisbagus', 'wawas', 'bukit', 'keras']
514	binda banatau	5 tahun lalu	Positif	Bukit Jaddhih	Pilihan wisata yang bagus, hanya saja terlalu banyak preman. Dikit2 bayar.	Pilihan wisata yang bagus hanya saja terlalu banyak preman Dikit bayar	['pilihan', 'wisata', 'yang', 'bagus', 'hanya', 'saja', 'terlalu', 'banyak', 'preman', 'dikit', 'bayar']	['pilihan', 'wisata', 'yang', 'bagus', 'hanya', 'saja', 'terlalu', 'banyak', 'preman', 'dikit', 'bayar']	['pilihan', 'wisata', 'bagus', 'preman', 'dikit', 'bayar']	['pilih', 'wisata', 'bagus', 'preman', 'dikit', 'bayar']
515	Leni Edi	4 tahun lalu	Positif	Bukit Jaddhih	Tempatnya artistik ..bagus u foto spot.. cuman agak panas..	Tempatnya artistik bagus u foto spot cuman agak panas	['tempatnya', 'artistik', 'bagus', 'u', 'foto', 'spot', 'cuman', 'agak', 'panas']	['tempatnya', 'artistik', 'bagus', 'lu', 'foto', 'spot', 'cuman', 'agak', 'panas']	['tempatnya', 'artistik', 'bagus', 'lu', 'foto', 'spot', 'cuman', 'panas']	['tempat', 'artistik', 'bagus', 'lu', 'foto', 'spot', 'cuman', 'panas']
516	Teguh Sinulingga	4 tahun lalu	Positif	Bukit Jaddhih	Tempat penggalian kapur yang dijadikan tempat wisata	Tempat penggalian kapur yang dijadikan tempat wisata	['tempat', 'penggalian', 'kapur', 'yang', 'dijadikan', 'tempat', 'wisata']	['tempat', 'penggalian', 'kapur', 'yang', 'dijadikan', 'tempat', 'wisata']	['penggalian', 'kapur', 'dijadikan', 'wisata']	['gali', 'kapur', 'jadi', 'wisata']
517	Rio Zulfikar	4 tahun lalu	Positif	Bukit Jaddhih	Bukitnya tidak buruk, lumayan buat foto2, hawanya panas	Bukitnya tidak buruk lumayan buat foto hawanya panas	['bukitnya', 'tidak', 'buruk', 'lumayan', 'buat', 'foto', 'hawanya', 'panas']	['bukitnya', 'tidak', 'buruk', 'lumayan', 'buat', 'foto', 'hawanya', 'panas']	['bukitnya', 'buruk', 'lumayan', 'foto', 'hawanya', 'panas']	['bukit', 'buruk', 'lumayan', 'foto', 'hawa', 'panas']
518	Yeni Sisnawati	4 tahun lalu	Positif	Bukit Jaddhih	Jng bagus viewnya utk swa berfoto	Jng bagus viewnya utk swa berfoto	['jng', 'bagus', 'viewnya', 'utk', 'swa', 'berfoto']	['jangan', 'bagus', 'viewnya', 'untuk', 'swa', 'berfoto']	['bagus', 'viewnya', 'swa', 'berfoto']	['bagus', 'viewnya', 'swa', 'foto']
519	Tya Tiyul	2 tahun lalu	Negatif	Bukit Jaddhih	Akses masih buruk, akan lebih baik juga jika diberikan penunjuk arah masuk dan keuar. Karena sangat membingungkan	Akses masih buruk akan lebih baik juga jika diberikan penunjuk arah masuk dan keuar Karena sangat membingungkan	['akses', 'masih', 'buruk', 'akan', 'lebih', 'baik', 'juga', 'jika', 'diberikan', 'penunjuk', 'arah', 'masuk', 'dan', 'keuar', 'karena', 'sangat', 'membingungkan']	['akses', 'masih', 'buruk', 'akan', 'lebih', 'baik', 'juga', 'jika', 'diberikan', 'penunjuk', 'arah', 'masuk', 'dan', 'keuar', 'karena', 'sangat', 'membingungkan']	['akses', 'buruk', 'penunjuk', 'arah', 'masuk', 'keuar', 'membingungkan']	['akses', 'buruk', 'tunjuk', 'arah', 'masuk', 'uar', 'bingung']
520	Agus Yuliyanto	2 tahun lalu	Positif	Bukit Jaddhih	"View nya bagus
Tempatnya dingin dan sejuk"	View nya bagusTempatnya dingin dan sejuk	['view', 'nya', 'bagustempatnya', 'dingin', 'dan', 'sejuk']	['view', 'nya', 'bagustempatnya', 'dingin', 'dan', 'sejuk']	['view', 'bagustempatnya', 'dingin', 'sejuk']	['view', 'bagustempatnya', 'dingin', 'sejuk']
521	Rian Prio Bramantio	4 tahun lalu	Positif	Bukit Jaddhih	Perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik.	Perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik	['perlu', 'ditingkatkan', 'dan', 'dikembangkan', 'lagi', 'agar', 'lebih', 'atraktif', 'dan', 'menarik']	['perlu', 'ditingkatkan', 'dan', 'dikembangkan', 'lagi', 'agar', 'lebih', 'atraktif', 'dan', 'menarik']	['ditingkatkan', 'dikembangkan', 'atraktif', 'menarik']	['tingkat', 'kembang', 'atraktif', 'tarik']
522	Egha Fitri	5 tahun lalu	Positif	Bukit Jaddhih	Bagus...tapi panasnya mintak ampunnnn??gpp yg penting seru?? …	Bagustapi panasnya mintak ampunnnngpp yg penting seru	['bagustapi', 'panasnya', 'mintak', 'ampunnnngpp', 'yg', 'penting', 'seru']	['bagustapi', 'panasnya', 'mintak', 'ampunnnngpp', 'yang', 'penting', 'seru']	['bagustapi', 'panasnya', 'mintak', 'ampunnnngpp', 'seru']	['bagustapi', 'panas', 'mintak', 'ampunnnngpp', 'seru']
523	Hidayat Hadi	4 tahun lalu	Positif	Bukit Jaddhih	"Bagusss sekali cumaa PUNGLINYA ITULOHH....  WAGELASEEEHH!!  bikin gak lagi lagi kesana sebelum bener bener di atur tur tur..  Jalan berapa meter bayar ...jalan lagi bayar...  Jalan lagi bayar...  -.-"") keterlaluan sih menurutku."	Bagusss sekali cumaa PUNGLINYA ITULOHH WAGELASEEEHH bikin gak lagi lagi kesana sebelum bener bener di atur tur tur Jalan berapa meter bayar jalan lagi bayar Jalan lagi bayar  keterlaluan sih menurutku	['bagusss', 'sekali', 'cumaa', 'punglinya', 'itulohh', 'wagelaseeehh', 'bikin', 'gak', 'lagi', 'lagi', 'kesana', 'sebelum', 'bener', 'bener', 'di', 'atur', 'tur', 'tur', 'jalan', 'berapa', 'meter', 'bayar', 'jalan', 'lagi', 'bayar', 'jalan', 'lagi', 'bayar', 'keterlaluan', 'sih', 'menurutku']	['bagus', 'sekali', 'cumaa', 'punglinya', 'itulohh', 'wagelaseeehh', 'bikin', 'enggak', 'lagi', 'lagi', 'kesana', 'sebelum', 'benar', 'benar', 'di', 'atur', 'tur', 'tur', 'jalan', 'berapa', 'meter', 'bayar', 'jalan', 'lagi', 'bayar', 'jalan', 'lagi', 'bayar', 'keterlaluan', 'sih', 'menurutku']	['bagus', 'cumaa', 'punglinya', 'itulohh', 'wagelaseeehh', 'kesana', 'atur', 'tur', 'tur', 'jalan', 'meter', 'bayar', 'jalan', 'bayar', 'jalan', 'bayar', 'menurutku']	['bagus', 'cumaa', 'pungli', 'itulohh', 'wagelaseeehh', 'kesana', 'atur', 'tur', 'tur', 'jalan', 'meter', 'bayar', 'jalan', 'bayar', 'jalan', 'bayar', 'turut']
524	fitri octavianie	4 tahun lalu	Positif	Bukit Jaddhih	Tempat nya keren banget.. Dri awal. Masuk ada pungutan biaya...	Tempat nya keren banget Dri awal Masuk ada pungutan biaya	['tempat', 'nya', 'keren', 'banget', 'dri', 'awal', 'masuk', 'ada', 'pungutan', 'biaya']	['tempat', 'nya', 'keren', 'banget', 'dari', 'awal', 'masuk', 'ada', 'pungutan', 'biaya']	['keren', 'banget', 'masuk', 'pungutan', 'biaya']	['keren', 'banget', 'masuk', 'pungut', 'biaya']
525	sulis susantok	4 tahun lalu	Negatif	Bukit Jaddhih	Kurangnya penunjuk jalan, lokasi yg berdebu namun di goa pote lumayan dingin dan sejuk,  lokasi berdebu karena area tambang batu kapur	Kurangnya penunjuk jalan lokasi yg berdebu namun di goa pote lumayan dingin dan sejuk lokasi berdebu karena area tambang batu kapur	['kurangnya', 'penunjuk', 'jalan', 'lokasi', 'yg', 'berdebu', 'namun', 'di', 'goa', 'pote', 'lumayan', 'dingin', 'dan', 'sejuk', 'lokasi', 'berdebu', 'karena', 'area', 'tambang', 'batu', 'kapur']	['kurangnya', 'penunjuk', 'jalan', 'lokasi', 'yang', 'berdebu', 'namun', 'di', 'goa', 'pote', 'lumayan', 'dingin', 'dan', 'sejuk', 'lokasi', 'berdebu', 'karena', 'area', 'tambang', 'batu', 'kapur']	['kurangnya', 'penunjuk', 'jalan', 'lokasi', 'berdebu', 'goa', 'pote', 'lumayan', 'dingin', 'sejuk', 'lokasi', 'berdebu', 'area', 'tambang', 'batu', 'kapur']	['kurang', 'tunjuk', 'jalan', 'lokasi', 'debu', 'goa', 'pote', 'lumayan', 'dingin', 'sejuk', 'lokasi', 'debu', 'area', 'tambang', 'batu', 'kapur']
526	Fiko Agung	4 tahun lalu	Positif	Bukit Jaddhih	Pertambangan kapur yang di jadikan objek wisata,  ada goa2 buatan,  danau dan tebing2 kapur.	Pertambangan kapur yang di jadikan objek wisata ada goa buatan danau dan tebing kapur	['pertambangan', 'kapur', 'yang', 'di', 'jadikan', 'objek', 'wisata', 'ada', 'goa', 'buatan', 'danau', 'dan', 'tebing', 'kapur']	['pertambangan', 'kapur', 'yang', 'di', 'jadikan', 'objek', 'wisata', 'ada', 'goa', 'buatan', 'danau', 'dan', 'tebing', 'kapur']	['pertambangan', 'kapur', 'jadikan', 'objek', 'wisata', 'goa', 'buatan', 'danau', 'tebing', 'kapur']	['tambang', 'kapur', 'jadi', 'objek', 'wisata', 'goa', 'buat', 'danau', 'tebing', 'kapur']
527	Arul Varizers	11 bulan lalu	Positif	Bukit Jaddhih	Bukit jaddih merupakan destinasi yang menarik untuk dikunjungi ketika berada di Madura. Bukit Jaddih ialah destinasi berupa tambang kapur yang memiliki pemandangan yang Instagramable. …	Bukit jaddih merupakan destinasi yang menarik untuk dikunjungi ketika berada di Madura Bukit Jaddih ialah destinasi berupa tambang kapur yang memiliki pemandangan yang Instagramable	['bukit', 'jaddih', 'merupakan', 'destinasi', 'yang', 'menarik', 'untuk', 'dikunjungi', 'ketika', 'berada', 'di', 'madura', 'bukit', 'jaddih', 'ialah', 'destinasi', 'berupa', 'tambang', 'kapur', 'yang', 'memiliki', 'pemandangan', 'yang', 'instagramable']	['bukit', 'jaddih', 'merupakan', 'destinasi', 'yang', 'menarik', 'untuk', 'dikunjungi', 'ketika', 'berada', 'di', 'madura', 'bukit', 'jaddih', 'ialah', 'destinasi', 'berupa', 'tambang', 'kapur', 'yang', 'memiliki', 'pemandangan', 'yang', 'instagramable']	['bukit', 'jaddih', 'destinasi', 'menarik', 'dikunjungi', 'madura', 'bukit', 'jaddih', 'destinasi', 'tambang', 'kapur', 'memiliki', 'pemandangan', 'instagramable']	['bukit', 'jaddih', 'destinasi', 'tarik', 'kunjung', 'madura', 'bukit', 'jaddih', 'destinasi', 'tambang', 'kapur', 'milik', 'pandang', 'instagramable']
528	Niko San	5 tahun lalu	Positif	Bukit Jaddhih	Danau yang di bawah kurang bagus. Lebih bagus naik le atas bukitnya. Viewnya mantap.	Danau yang di bawah kurang bagus Lebih bagus naik le atas bukitnya Viewnya mantap	['danau', 'yang', 'di', 'bawah', 'kurang', 'bagus', 'lebih', 'bagus', 'naik', 'le', 'atas', 'bukitnya', 'viewnya', 'mantap']	['danau', 'yang', 'di', 'bawah', 'kurang', 'bagus', 'lebih', 'bagus', 'naik', 'boleh', 'atas', 'bukitnya', 'viewnya', 'mantap']	['danau', 'bagus', 'bagus', 'bukitnya', 'viewnya', 'mantap']	['danau', 'bagus', 'bagus', 'bukit', 'viewnya', 'mantap']
529	Innararetya Khadijah6A	3 tahun lalu	Positif	Bukit Jaddhih	Bulan Agustus kesana..  Danaunya surut.. pdhal klo pas airnya penuh lebih bagus	Bulan Agustus kesana Danaunya surut pdhal klo pas airnya penuh lebih bagus	['bulan', 'agustus', 'kesana', 'danaunya', 'surut', 'pdhal', 'klo', 'pas', 'airnya', 'penuh', 'lebih', 'bagus']	['bulan', 'agustus', 'kesana', 'danaunya', 'surut', 'padahal', 'kalo', 'pas', 'airnya', 'penuh', 'lebih', 'bagus']	['agustus', 'kesana', 'danaunya', 'surut', 'pas', 'airnya', 'penuh', 'bagus']	['agustus', 'kesana', 'danau', 'surut', 'pas', 'air', 'penuh', 'bagus']
